record_id,title,authors,year,doi,url,full_text_decision,exclusion_reason,exclusion_reason_detail,notes
RAD92541D5972,Accountability to “the other”: conceptualising NGO accountability through differentiated governmentality,Yasmin S.; Ghafran C.,2026,10.1108/AAAJ-06-2024-7127,https://www.scopus.com/pages/publications/105042395474?origin=resultslist,include,,,
RAC07BE1CB046,Water Security System Assessment in a Philippine Rural Area,Paran R.C.; Ocampo C.O.V.; Aparente M.E.A.; Calibo-Senit D.I.; Ybañez A.P.,2026,10.13189/eer.2026.140106,https://www.scopus.com/pages/publications/105032794871?origin=resultslist,include,,,
R8E5477234032,Assessing the water infrastructure in Small and Rural Indigenous (SRI) communities: a risk assessment framework,Mian H.R.; Avila J.; De Coste M.; Saleem S.; Mohseni M.; Hewage K.; Sadiq R.,2026,10.2166/wh.2026.151,https://www.scopus.com/pages/publications/105041133648?origin=resultslist,include,,,
R3FCCAE7A3384,"Urban Water Insecurity and Public Health in Kathmandu Valley, Nepal: A Systematic Review of Contamination Sources, Health Risks, and Governance Gaps",Basnet G.B.; Sherchan S.,2026,10.3390/w18121514,https://www.scopus.com/pages/publications/105043012352?origin=resultslist,include,,,
R29AEF2E81223,Pots to Pipelines: Ethnographic Narratives of Women's Engagements With Water in Jorhat District of Assam,Saikia B.B.; Dutta M.; Dutta S.B.,2026,10.1002/wwp2.70092,https://www.scopus.com/pages/publications/105043178859?origin=resultslist,include,,,
RDCA1346E8788,Experiencing modular adaptive decentralized water security systems in southern Pakistan and implications for public health and nutrition: a qualitative exploratory study,Ahmed F.; Malik N.I.; Anjum R.; Ahmad J.B.; Zia S.; Al Sabbah H.; Dincer H.; Yüksel S.,2026,10.3389/fpubh.2026.1780817,https://www.scopus.com/pages/publications/105039302872?origin=resultslist,include,,,
RACCD412E1D86,"Settlement morphology, demographics, and governance challenges of water, sanitation, and hygiene in low-income urban communities in Ghana",Dovie D.B.K.; Obuah G.A.; Miyittah M.; Christian A.K.,2026,10.1007/s44274-026-00894-y,https://www.scopus.com/pages/publications/105045287406?origin=resultslist,include,,,
R5D8BA8CBD832,Systematic review of rural drinking water interventions under Jal Jeevan mission,Ilangovan K.; Sankar J.G.; Srinivasan M.,2026,10.1007/s44274-026-00676-6,https://www.scopus.com/pages/publications/105037997686?origin=resultslist,include,,,
READ0D2E37295,"Water infrastructures and decentralized models of water and sanitation management. The case of “disconnected” services in the Metropolitan Area of Buenos Aires, Argentina; [Infraestruturas hídricas e modelos descentralizados de gestão de água e saneamento. O caso dos serviços “desvinculados” na Região Metropolitana de Buenos Aires, Argentina]; [Infraestructuras hídricas y modelos descentralizados de gestión de agua y saneamiento. El caso de los servicios “desvinculados” en el Área Metropolitana de Buenos Aires, Argentina]",Cáceres V.; Tobías M.; Koutsovitis M.E.,2026,10.12804/revistas.urosario.edu.co/territorios/a.14977,https://www.scopus.com/pages/publications/105048830878?origin=resultslist,include,,,
RF2476C1DA386,"Experiences of accessing water services in water scarce displacement settings: A case study of internally displaced people and host communities in Hargeisa, Somaliland","Hujaleh, A; Larimian, T; Goodall, S; Kayaga, S",2026,10.1371/journal.pwat.0000544,https://www.webofscience.com/wos/woscc/full-record/WOS:001764470600001,include,,,
R2AA5F5039CC7,"Managing Water Supply Infrastructure in Medium-Sized Cities to Meet User Demands: A Case Study of Natal, Brazil",dos Santos Alves Romanato L.; da Silva N.; Lucena S.; Beser de Deus L.,2025,10.1002/wwp2.70022,https://www.scopus.com/pages/publications/105013474267?origin=resultslist,include,,,
R43D538FD3A39,"A political industrial ecology of water in Bodh Gaya, India: Pre- and Post-the World Heritage designation",Rajput R.; Pu J.,2025,10.1111/jiec.70112,https://www.scopus.com/pages/publications/105019187451?origin=resultslist,include,,,
R589A6BD90348,"Transparency, Governance, and Public Service Management: Challenges of Citizen Participation in Ecatepec de Morelos",Torres-Sandoval A.J.; Tavera-Cortés M.E.; Acevedo-Ortiz M.A.; Ortiz-Hernández Y.D.,2025,10.3390/admsci15040144,https://www.scopus.com/pages/publications/105003492583?origin=resultslist,include,,,
R1EDA2A87FD7F,"Community Management and Sustainability of Water Supply in a Rural Area of Guerrero, Mexico",Saldaña Almazán M.; Leyva Zuñiga A.P.; Moreno Mendoza E.; Calderón Arellanes M.P.; Suastegui Cruz S.,2025,10.3390/su17104633,https://www.scopus.com/pages/publications/105006800536?origin=resultslist,include,,,
RDE2BF2FA1250,"Barriers to Accessing Water, Sanitation, and Hygiene Services for Persons With Disabilities in the Southwestern Region of Bangladesh",Nishu N.A.; Roy T.; Razu S.R.; Akter S.,2025,10.1177/21582440251380013,https://www.scopus.com/pages/publications/105017151257?origin=resultslist,include,,,
RC31AA9237A15,"Community-led water utility governance and corruption: the case of Faisalabad, Pakistan",Altaf S.; Goetzke F.,2025,10.5751/ES-15873-300218,https://www.scopus.com/pages/publications/105005597725?origin=resultslist,include,,,
R163EDDFD53DA,"Ownership, hegemony, and resistance in Ethiopia’s rural drinking water governance",Tesfaye L.A.; Sarin A.; Tesfaye Y.,2025,10.5751/ES-16061-300419,https://www.scopus.com/pages/publications/105022746519?origin=resultslist,include,,,
R8F18065526A5,"Beyond a Decade of Water Justice: Review, Directions, and Pathways to Achieve “Water for All”",Fanaian S.; Manero A.; Nguyen N.-M.; Grafton R.Q.,2025,10.1002/wat2.70043,https://www.scopus.com/pages/publications/105024825399?origin=resultslist,include,,,
R3B8A3FEBD197,"Enhancing access to underutilized ground water potential for improving livelihoods and conflict reduction in Kagera Sub-Basin, Tanzania",Mgala E.; Nobert J.; Mabhuye E.B.; Gwambene B.,2025,10.3389/frwa.2025.1572231,https://www.scopus.com/pages/publications/105007133658?origin=resultslist,include,,,
R09518DE2A78A,Reimagining Rural and Small-Town Water Supply in Ghana Through Inclusive Governance and Sustainable Models,Kosoe E.A.; Osumanu I.K.; Ogwu M.C.,2025,10.55845/jos-2025-1234,https://www.scopus.com/pages/publications/105029758942?origin=resultslist,include,,,
RABDCC9969F14,A framework to assess urban water resilience in developing countries like India: Looking beyond water utilities and networked cities,Sharma M.; Sharma B.; Kumar N.; Kumar A.,2025,10.2166/wp.2024.221,https://www.scopus.com/pages/publications/85216875688?origin=resultslist,include,,,
RD231796F4C06,"Towards more sustainable Water, Sanitation and Hygiene (WASH) projects in Magway Region, Myanmar",Win C.Z.; Jawjit W.; Thongdara R.; Gheewala S.H.; Prapaspongsa T.,2024,10.1007/s10668-023-03727-7,https://www.scopus.com/pages/publications/85169884143?origin=resultslist,include,,,
RF34B5EC7A141,"Ethics and ambiguity in wastewater development on the Placencia Peninsula, Belize",Webb W.A.; Wells E.C.; Prouty C.; Zarger R.; Trotz M.,2024,10.1111/napa.12215,https://www.scopus.com/pages/publications/85193351629?origin=resultslist,include,,,
R31146C95DE35,The importance of institutional capacity in drinking water supply system governance: A policy evaluation from border area,Mau M.L.B.; Sriyana S.; Purnaweni H.; Lituhayu D.,2024,10.55214/25768484.v8i4.1518,https://www.scopus.com/pages/publications/85205706109?origin=resultslist,include,,,
R13E624261202,Reconfigurations in The Ownership And Control Of Sanitation services: Is Brazil going against a global trend?; [Reconfigurações na Gestão de Serviços de Saneamento: O Brasil na contramão de uma tendência global?],Souza A.; Souza M.A.A.; Diniz F.R.,2024,10.26848/rbgf.v17.5.p3603-3619,https://www.scopus.com/pages/publications/85205286459?origin=resultslist,include,,,
R4EF57CDFEEAE,"Process evaluation of an urban piped water supply infrastructure improvement programme in Uvira, Democratic Republic of the Congo",Gallandat K.; Hutchins C.; Malembaka E.B.; Jeandron A.; Saidi J.M.; Rumedeka B.B.; Muhemeri J.B.; Bompangue D.; Sewa G.; Seon A.; Durand P.-Y.; Machuel D.; Cumming O.,2024,10.1371/journal.pwat.0000185,https://www.scopus.com/pages/publications/85208388220?origin=resultslist,include,,,
R6092FE0E5919,The paradox of production: Surface water supply drives agricultural productivity but not prosperity in California’s San Joaquin Valley,Espinoza V.; Viers J.H.,2024,10.1371/journal.pwat.0000192,https://www.scopus.com/pages/publications/85204396100?origin=resultslist,include,,,
R4321E20BABA6,Disrupting Utility Law for Water Justice,Murthy S.L.,2024,10.2139/ssrn.4385404,https://www.scopus.com/pages/publications/85190864914?origin=resultslist,include,,,
RCF41A76DD1F9,Assessment of Water Service Levels and User Satisfaction for Domestic Water Use in Emina-Boadi-Kumasi to Achieve the Sustainable Development of Urban Water Supply Systems in Ghana,Mantey E.P.; Kanwar R.S.; Appiah-Effah E.,2024,10.3390/w16223193,https://www.scopus.com/pages/publications/85210273440?origin=resultslist,include,,,
RC3383A9FBC47,Self-help and spontaneous heroism in urban service delivery in Ghana’s informal neighbourhoods: a case study of Moshie Zongo,Fordjour G.; Anbazu J.; Serwaa Antwi N.; Usman Adam M.; Asibey M.O.,2024,10.1080/13549839.2024.2376563,https://www.scopus.com/pages/publications/85198373157?origin=resultslist,include,,,
R05E5FCC44D0B,Evaluation of Open Defecation Free Program Policy in Tambak Osowilangun Village Surabaya City,Endarti E.W.,2024,10.35877/454RI.daengku2977,https://www.scopus.com/pages/publications/105039449762?origin=resultslist,include,,,
R205DDBDB40FB,Divided infrastructure: legal exclusion and water inequality in an urban slum in Mumbai India,"Lubeck-Schricker, Patil-Deshmukh, Murthy, Chaubey, Boomkar, Shaikh, Shitole, Eliasziw, Subbaraman",2023,10.1177/09562478221121737,https://journals.sagepub.com/doi/10.1177/09562478221121737,include,,,
RCCDBE431793A,Coproduced urban water services: When technical and governance hybridisation go hand in hand,Moretto L.; Faldi G.; Rosati F.N.; Teller J.,2023,10.3389/frsc.2022.969755,https://www.scopus.com/pages/publications/85147205880?origin=resultslist,include,,,
R00879143A1D6,"A tug of war between centralization and decentralization: the co-evolution of urban governance and water risks in Guwahati, India",Fanaian S.; Fanaian F.,2023,10.1088/2515-7620/acdc86,https://www.scopus.com/pages/publications/85163493630?origin=resultslist,include,,,
R29C42DF9EAF6,Impact of targeted subsidies on access to resilient sanitation for climate-vulnerable households in rural Cambodia,Kozole T.; Ross M.; Nicoletti C.; Rogla J.; Ives N.; Ali A.; Prom R.,2023,10.2166/washdev.2023.039,https://www.scopus.com/pages/publications/85181168609?origin=resultslist,include,,,
R77E0556601A5,The policing of Black debt: how the municipal bond market regulates the right to water,Phinney S.,2023,10.1080/02723638.2022.2107257,https://www.scopus.com/pages/publications/85136514726?origin=resultslist,include,,,
R8B6D5ABC291B,Water and welfare: Free basic water revisited,Muller M.,2023,10.1080/0376835X.2023.2231018,https://www.scopus.com/pages/publications/85164455054?origin=resultslist,include,,,
R1297067D6EE3,"Integration and implementation of rainwater harvesting technologies in development programs, planning and budgeting in Matungulu Sub-County, Machakos County, Kenya",Muyukani P.W.; Muthama N.J.; Mutune M J.,2023,10.37425/eajsti.v4i.734,https://www.scopus.com/pages/publications/85181919733?origin=resultslist,include,,,
R9633807D7440,"Water and sanitation in Brazil: conflicts, appropriation, and climate injustice; [Água e saneamento no Brasil: conflitos, apropriação e injustiça climática]; [Agua y saneamiento en Brasil: conflictos, apropiación e injusticia climática]",Fracalanza A.P.; da Paz M.G.A.; Alves E.M.,2023,10.5380/DMA.V62I0.89421,https://www.scopus.com/pages/publications/85179380040?origin=resultslist,include,,,"Documentary/institutional analysis of Brazil's Lei Federal no. 14.026/2020 (new legal framework for sanitation) and SDG 6 conflicts. Uses real official household-level statistics from Plansab/SNIS monitoring reports (Table 1: A1 = pct households with internal plumbing 90.0pct 2010/92.6pct 2014/93.0pct 2015; E1 = pct households served by collection system or septic tank 67.0pct 2010/69.8pct 2014/72.0pct 2015), plus regional drought/climate-risk mapping and DATASUS disease-rate data, tied directly to unequal urban-vs-peripheral access under the national sanitation legal framework. Same inclusion basis as Souza et al. (S035, same Lei 14.026/2020 topic) -- documentary/institutional evidence with real official household indicators, not pure doctrinal commentary (contrast Pacheco-Trevino, Pegu & Samal, both excluded E01). Brazil is one of the dissertation's three named comparator jurisdictions. risk_of_bias_tool for eventual extraction: Legal Institutional Evidence Appraisal Framework (RISK_OF_BIAS.md section 2). Flagging 4 unscreened sibling Fracalanza/Jacobi-authored Brazil/Sao Paulo water-governance papers in the pool: RF22EFFAD48CC (2013), R2506CFFB306E (2015), RA10CF741AD61 (2010), RC80C4545C96E (2015)."
RD85FE3A8F35D,Sanitation services for the urban poor: A social capital approach to sanitation challenges in informal settlements,Chumo I.; Mberu B.; Wainaina C.; Murigi W.; Sumba L.; Kabaria C.,2023,10.1371/journal.pwat.0000086,https://www.scopus.com/pages/publications/85204377820?origin=resultslist,include,,,"Qualitative content-analysis study of sanitation-access challenges among manual pit emptiers and community members (24 FGDs, 14 IDIs, n approx 250) in Korogocho and Viwandani informal settlements, Nairobi, Kenya. Distinguishes challenges outside the household (legislative, physical, social) from challenges at the household level (health, financial, technical). Legislative/tenure mechanism directly on point: tenants lack secure tenure/land titles, are barred by landlords from building permanent sanitation structures on rented plots, and have 'little voice and recourse to protection provided for in the legislation' (p.7) -- a documented BURDEN/DISCRETION_ACCOMMODATION mechanism (landlord discretion + tenure-documentation requirement) blocking household-level sanitation access. Qualitative socio-legal study; included per standing rule that qualitative studies are not excluded for lacking a quantitative effect size."
RFA8F88AB0296,"Balance on social inclusion and environmental justice at the end of the 30 years of the drinking water service concession in the city of Aguascalientes, Mexico",Caldera Ortega A.R.; Tagle Zamora D.,2023,10.3389/frsc.2023.1177179,https://www.scopus.com/pages/publications/85177239218?origin=resultslist,include,,,"Political-ecology/institutional evaluation of the 30-year drinking water and sewerage concession granted to a private company (later Veolia/CAASA) in Aguascalientes, Mexico, and its 2023 remunicipalization. Combines documentary/legal analysis of the concession contract and its 2012 renegotiation (Table 2: concessionaire non-compliance clauses including failure to meet housing connection deadlines when the user has paid, failure to meet meter-replacement deadlines, unattended user complaints; tariff/fee regulatory framework under the Law of Drinking Water, Sewage and Sanitation Systems and Municipal Regulation of the Decentralized Public Body) with real household-level official statistics from INEGI census/ENIGH/MOHOMA surveys (96.5pct of Aguascalientes households have water access inside the home vs 62pct national average; 15.4pct of households receive daily water; 3.4pct connected to sewer/wastewater disposal; 80.2pct have storage tanks). risk_of_bias_tool for eventual extraction: Legal Institutional Evidence Appraisal Framework (RISK_OF_BIAS.md section 2), same basis as Souza et al. (S035) and Fracalanza et al. -- documentary/institutional evidence combined with real official household indicators tied to a specific legal/contractual framework."
RAEC333DFD828,Water scarcity and excess: water insecurity in cities of Nepal,Maskey G.; Pandey C.L.; Giri M.,2023,10.2166/WS.2023.072,https://www.scopus.com/pages/publications/85160605710?origin=resultslist,include,,,"Qualitative study (40 key informant interviews, informal conversations, observations, 2020-2021) of household-level water insecurity in three Nepali municipalities (Dharan, Dhulikhel, Khairahani). Documents household-level formal connection and administrative barriers: Dhulikhel's 'one-house-one-tap' municipal connection policy vs. peripheral/annexed wards and Chaudhari communities not yet reached by water connections; of 36,000 households in Dharan, 10,000 depend on unsafe water sources; slum settlements in Dharan unable to afford piped water connections (BURDEN/fees, ELIGIBILITY/service_area mechanisms); Dharan Municipality building-permit subsidy conditioned on rainwater-harvesting/recharge-pit construction (BURDEN/documentation, property mechanism); institutional fragmentation among NWSC, Water Board, Water Users Committee, and municipal governments. Qualitative socio-legal study; included per standing rule on qualitative studies. Flags sibling Nepal water-governance paper by overlapping author (Maskey G.) in the pool, unscreened: RE3D6C0549F37 (Bhattarai et al., gender inequality in urban water governance, Nepal)."
R99620A9FD337,Sanitation challenges in Dar es Salaam: the potential of Simplified Sewerage Systems,Yap C.; Mcfarlane C.; Ndezi T.; Makoba F.D.,2023,10.1177/09562478221146722,https://www.scopus.com/pages/publications/85147780691?origin=resultslist,include,,,"Mixed-methods household survey (n=104 households, of 300 houses connected to a Simplified Sewerage System/SSS) plus focus group discussions in Mji Mpya informal settlement, Dar es Salaam, Tanzania. Documents a household-level BURDEN/affordability mechanism: SSS connection and ongoing costs are distributed unevenly between tenants and landlords, with tenants at risk of bearing costs landlords pass on via rent/contracts absent 'simple regulations across homes'; authors recommend identifying households needing subsidies (large families, lowest-income tenants) in tariff design. Also documents an ENFORCEMENT mechanism: fines for illegal pit-latrine waste disposal. Mixed-tenure context explicitly discussed as shaping differential access/cost outcomes."
R317CC511BA6E,Affordability of household water services across the United States,Patterson L.A.; Bryson S.A.; Doyle M.W.,2023,10.1371/journal.pwat.0000123,https://www.scopus.com/pages/publications/85197448871?origin=resultslist,include,,,"Large-N quantitative study of household water tariff affordability across 787 of the largest U.S. drinking water utilities (one representative utility per state where possible), combining manually-collected water/wastewater rate structures with service-area-level census income data. Defines undue hardship as paying >4.6% of household income for 6,000 gallons/month; finds 17% of households (28.3 million persons) face unaffordable basic water bills, with the median community having 1-in-7 households above this threshold. Documents BURDEN mechanism (tariff/rate-structure variation shaped by differing state legislation and regulations) and the ENFORCEMENT/disconnection consequence of nonpayment (loss of access via shut-offs), plus the ELIGIBILITY/DISCRETION_ACCOMMODATION landscape of local customer assistance programs (CAPs, not consistently available). Strong candidate for quantitative synthesis given the large N and standardized affordability metric across many jurisdictions."
R1CC82119AFCF,"Examining liveability in the informal community of Kabawa, Nigeria",Obayomi A.; Popoola A.; Medayese S.; Wahab B.,2023,10.18820/trp.v82i.5661,https://www.scopus.com/pages/publications/85168490540?origin=resultslist,include,,,"Mixed-methods household survey (structured questionnaire, observation checklist, housing facility survey; n=180 household heads) in Kabawa, an informal settlement in Lokoja, Kogi State, Nigeria. Household-level water/sanitation access data: 17.2% no toilet facility, 11.7% pour-flush, 7.8% pipe-borne water connection, 13.9% boreholes, 18.3% soak-away. Documents a DISCRETION_ACCOMMODATION/participation mechanism: residents report 'governance exclusion' -- local and state governments never involved them in development decision-making or considered them in provision of basic facilities (direct interview quotes from a youth leader and community leader). Also documents institutional fragmentation between a Federal Government constituency-project solar-powered water facility (free, community-maintained, in good condition) and the unreliable, poorly-maintained Kogi State Water Board pipe-borne supply."
RD0E8F1823FAE,Sharing Difficult Waters: Community-Based Groundwater Recharge and Use in Algeria and India,Saidani M.A.; Aslekar U.; Kuper M.; Kemerink-Seyoum J.,2023,,https://www.scopus.com/pages/publications/85150927242?origin=resultslist,include,,,"Qualitative fieldwork case study of two community-based groundwater recharge/domestic-water systems: Beni Isguen (M'Zab Valley, Algeria) and Randullabad (Maharashtra, India). Documents an ELIGIBILITY/legal-status mechanism directly on point: the customary water-governance organisation (Umana Essayl) 'has no legal status in the eyes of the state,' limiting its ability to access formal financial support despite the state recognising its societal role and importance -- a community created a formal association specifically to try to qualify for state funding, with only partial success. Also documents the state-led development of drinking water/sanitation networks now delivering water directly to households (replacing traditional systems), and in the India case a Village Watershed Committee-built piped distribution system giving every household tap water on an alternate-day schedule, governed by locally-set well-siting/depth/pump-capacity regulations. Qualitative socio-legal study; included per standing rule that qualitative studies are not excluded for lacking a quantitative effect size."
RC87CCFA19CEE,"Disparities in Drinking Water and Sanitation in the Urban Slums of Kerala, India",Vidhyadharan A.,2023,10.3390/su15097559,https://www.scopus.com/pages/publications/85159380903?origin=resultslist,include,,,"Quantitative comparative household survey of two urban slums in Kerala, India (Vizhinjam vs Barten Hill), using water/sanitation deprivation indices, chi-square, t-test, and Mann-Whitney U tests (e.g. Mann-Whitney U=3742, p<0.05 for wastewater disposal difference). Documents a BURDEN/fees mechanism: households with a Kerala Water Authority (KWA) piped connection pay a water charge, those using public taps/protected wells pay nothing, and those relying on private tanker lorries (common in the more-deprived Vizhinjam) pay private-market prices, creating an affordability gap; 3.6% of Vizhinjam households additionally must pay for community toilets (no exclusive-use option), unlike the free community toilets used elsewhere. Below-poverty-line (BPL) status used as an income/eligibility marker distinguishing the two slum populations. Strong quantitative comparative study with real statistical effect estimates directly on point for the review's Family A/C interest in legal/administrative barriers and access inequality."
R172DC9C2AD24,"Faecal sludge emptying in Sub-Saharan Africa, South and Southeast Asia: A systematic review of emptying technology choices, challenges, and improvement initiatives",Muoghalu C.; Semiyaga S.; Manga M.,2023,10.3389/fenvs.2023.1097716,https://www.scopus.com/pages/publications/85149701514?origin=resultslist,include,,,"This is itself a systematic review (37 primary studies, Jan 2002-Dec 2021) of faecal sludge (FS) emptying in Sub-Saharan Africa, South and Southeast Asia -- per RISK_OF_BIAS.md Section 1, appraise with AMSTAR 2 (not a primary-study tool) and flag in evidence_map.csv as study_design_class=systematic_review_secondary so it is never treated as an independent primary effect for pooling. Directly relevant to the review's household-level sanitation-access-mechanism scope: documents real household-level cost/BURDEN barriers (mechanical pit-emptying reported up to 4x more costly than manual emptying; households with accessible plots/service availability pay markedly less, per Jenkins et al. 2015 Tanzania finding cited in the review), a documented ENFORCEMENT mechanism (illegal FS dumping/disposal explicitly outlawed in India, Kenya, and Ghana per reviewed studies), and licenses/permits governing formal emptying operations plus 'inadequate sanitation-related regulations' and lack of enforcement capacity identified as a recurring institutional barrier across the reviewed literature. Belongs to the fecal-sludge-management (FSM) cluster previously flagged during earlier screening (Basnet & Sherchan, Ilangovan et al., and Fanaian et al. are the other systematic-review-secondary studies already included in this pool)."
R85EE23F80FDB,Equity dimensions in initiatives promoting urban health and wellbeing in east and southern Africa,Loewenson R.; Mhlanga G.; Gotto D.; Chayikosa S.; Goma F.; Walyaro C.,2023,10.3389/fpubh.2023.1113550,https://www.scopus.com/pages/publications/85153600304?origin=resultslist,include,,,"Thematic analysis (52 documents + 10 primary case studies from Harare, Kampala, Lusaka, Nairobi) of urban health-equity initiatives in east/southern Africa. Multi-sector scope (water, sanitation, waste, food security, working/environmental conditions, health systems) -- borderline like Nurmaningtyas et al. (S004), but water/sanitation content is substantive and directly relevant: a dedicated case-study theme on 'Community-led water and sanitation response in informal settlements' (Table 3), the Epworth (peri-urban Harare) case of joint community-authority water-quality monitoring and management of water/sanitation systems, a water-conserving toilet innovation scaled via a community lending group, and SDI/Muungano wa Wanavijiji's use of a 'right to the city' lens to map rights violations and duty-bearer deficits in Nairobi informal settlements (a DISCRETION_ACCOMMODATION/participation and legal-recognition mechanism). Also documents 'contested land, lacking legal title undermined security of tenure' (Hatcliffe urban agriculture case) as a general tenure-insecurity theme in the same urban-informality context. Only the water/sanitation-specific portions are relevant for extraction -- same practice as the Torres-Sandoval et al. (S022) Mexico survey, which also covered multiple services jointly. Note for extraction: this functions partly as a review of 52 secondary documents and partly as a primary 10-case qualitative study; study_design_class should be resolved at extraction (not automatically systematic_review_secondary, since it also reports primary case-study fieldwork)."
R11555C5CE12E,Arsenic in Philippine Groundwaters: Exploring Governance Limitations for Drinking Water Safety,Faulmino C.J.P.; Rola A.C.,2023,10.47125/jesam/2023_sp1/02,https://www.scopus.com/pages/publications/85195119564?origin=resultslist,include,,,"Documentary/institutional legal analysis (textual analysis of legal documents and official reports, plus roundtable/meeting transcripts with national agency representatives) of the Philippine legal-regulatory framework for arsenic risk management in drinking water, mapped 'source-to-sip.' Directly on point: finds the country's legal framework (LWUA and water districts regulated under Executive Order No. 124 of 1987; Rural Waterworks and Sanitation Associations; Certificate of Potability of Drinking Water requirement) provides functioning arsenic-mitigation coverage for formal, regulated water supplies (ELIGIBILITY/service_area mechanism) but 'fails to protect self-provisioning households as they access water from informal systems uncovered by water quality surveillance' -- a clear ENFORCEMENT/coverage gap disadvantaging households outside the formal regulatory net. Includes real case data (e.g. a municipality of 128,893 population with only 13% covered by the local Water District). risk_of_bias_tool for eventual extraction: Legal Institutional Evidence Appraisal Framework."
RA0842EB53330,Sanitation strategies for reducing open defecation in rural areas of India and Ethiopia,Humňalová H.; Ficek F.,2023,10.14712/23361980.2023.5,https://www.scopus.com/pages/publications/85165706952?origin=resultslist,include,,,"Comparative country-level policy analysis (India SBM vs Ethiopia CLTS): legal grounding (both lack enforceable sanitation right), financing/subsidy mechanisms (ELIGIBILITY/BURDEN), enforcement (ENFORCEMENT: fines/arrests/ration withdrawal for non-compliance), and household-level outcome data (Tab.1-2: toilet coverage / OD rate change 2000-2020 by country). Doctrinal/institutional comparative synthesis with real empirical outcome data, same category as previously-included country-policy pieces (Murthy, Fanaian, Muller)."
