record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
RA652205F4255,"Container-based sanitation in Nairobi’s Mukuru: roles, power, challenges and strategies",Chumo I.; Karani C.; Riungu J.; Kirimi L.M.,2025,10.3389/fpubh.2025.1674329,https://www.scopus.com/pages/publications/105025378585?origin=resultslist,,,,,,,,,,
R2B5A92453E91,Urban policy for poor areas and housing quality: An evaluation of the implementation of the Social Interest Special Zones (ZEIS) in Brazil; [Política urbana para áreas pobres e qualidade da moradia: uma avaliação da implementação das Zonas Especiais de Interesse Social (ZEIS) no Brasil],dos Santos Nascimento Sobrinho A.; da Mota Silveira Neto R.,2025,10.1590/0103-6351/8355,https://www.scopus.com/pages/publications/105034977128?origin=resultslist,,,,,,,,,,
RF0E29778AEC1,"Gender disparities in water-related knowledge, perceptions, and governance in rural Ghana: insights from a qualitative study augmented by Natural Language Processing",Nadal L.; Delaire C.; Yachori B.; Khush R.; Bauza V.,2025,10.1016/j.socscimed.2025.118338,https://www.scopus.com/pages/publications/105009628187?origin=resultslist,,,,,,,,,,
R2AA5F5039CC7,"Managing Water Supply Infrastructure in Medium-Sized Cities to Meet User Demands: A Case Study of Natal, Brazil",dos Santos Alves Romanato L.; da Silva N.; Lucena S.; Beser de Deus L.,2025,10.1002/wwp2.70022,https://www.scopus.com/pages/publications/105013474267?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (World Water Policy 2025, DOI 10.1002/wwp2.70022); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
RD9F06928E407,Decentralisation and Legal Pluralism in Small Towns in Uganda,Vargas Falla A.M.; Mackay H.; Andersson A.; Mukwaya P.I.; Mugagga F.,2025,10.1002/pad.2110,https://www.scopus.com/pages/publications/105006484604?origin=resultslist,,,,,,,,,,
R8BE6FE4C32D7,Enhancing water security through mobile constructed wetlands: A decentralised approach for wastewater reclamation and reuse,Mohd Nazir N.Z.; Lee K.E.; Goh T.L.; Mokhtar M.; Sharani N.A.; Mohd Aris A.; Khor B.C.; Wan Abdullah W.A.R.; Husain H.; Raja Mamat R.B.,2025,10.1016/j.jece.2025.117859,https://www.scopus.com/pages/publications/105010849580?origin=resultslist,,,,,,,,,,
R3C7BDCAC160F,FINANCING RURAL WATER UTILITIES: MITIGATING RISKS TO CLEAN WATER ACCESS,Wardhana Y.M.A.; Yoanita E.; Sutjiningsih D.,2025,10.26480/wcm.03.2025.568.573,https://www.scopus.com/pages/publications/105017926270?origin=resultslist,,,,,,,,,,
R2FB74AFB4F9D,Business models for decentralized water services in urban and peri-urban areas,Duran-Romero D.; Barquet K.,2025,10.1016/j.clwat.2025.100138,https://www.scopus.com/pages/publications/105017700303?origin=resultslist,,,,,,,,,,
R17760F99945F,"The structure of informal water markets: Insights from spatial monitoring in Lodwar, Kenya",Zhao J.; Garrick D.; Ekwar P.; Hoque S.F.; Hope R.; Whittington D.,2025,10.1371/journal.pwat.0000279,https://www.scopus.com/pages/publications/105013543378?origin=resultslist,,,,,,,,,,
R40024907E2D7,On a journey to citywide inclusive sanitation (CWIS)? A political economy analysis of container-based sanitation (CBS) in the fragmented (in)formal city,Mdee A.; Ofori A.D.; Barrington D.; Anciano F.; Dube M.; Hutchings P.; Kramer S.; López-Valladares H.; Parker A.; Riungu J.N.; Ward C.,2025,10.1080/14747731.2024.2434302,https://www.scopus.com/pages/publications/85212426713?origin=resultslist,,,,,,,,,,
R1188080A4527,Framing Water Through Oil: How Hydrocarbons Shape Water Governance in Algeria,Benyovszky S.,2025,,https://www.scopus.com/pages/publications/105031241473?origin=resultslist,,,,,,,,,,
R897B0E5CB3C7,Factors Influencing Water Point Functionality in Liberia: A Regression and Bayesian Network Analysis,Li H.; McManus C.; Cronk R.,2025,10.3390/su17198928,https://www.scopus.com/pages/publications/105018967469?origin=resultslist,,,,,,,,,,
R25D3E10A532D,From Congress to disadvantaged communities: an analysis of federal water infrastructure investments distributed to Alabama through state revolving funds,Miller V.; Christian L.; Elliott M.A.; Lowry C.; Maxcy-Brown J.,2025,10.1088/1748-9326/adeba1,https://www.scopus.com/pages/publications/105012288659?origin=resultslist,,,,,,,,,,
R866A36BFF56D,"Water security evaluation in small-sized cities in Paraíba, Brazil",Oliveira Lobão G.S.; Brito H.C.; Ribeiro M.D.D.A.V.; Alves P.B.R.; Rufino I.A.A.,2025,10.2166/ws.2025.067,https://www.scopus.com/pages/publications/105012405956?origin=resultslist,,,,,,,,,,
RA13F19846E9D,Overview of Social Tariffs in Basic Sanitation in Brazil: Operationalizing the Benefit in Different Water and Sewage Service Delivery Models; [Panorama da Tarifa Social no Saneamento Básico no Brasil: Operacionalização do Benefício em Diferentes Modelos de Prestação de Serviços de Água e Esgotos],Tótola L.A.; Bastos R.K.X.,2025,10.1590/2175-3369.017.e20240258,https://www.scopus.com/pages/publications/105028401260?origin=resultslist,,,,,,,,,,
RC95CBB9C24A4,Ecosystem approach to sustainable neighborhoods: applicability of environmental and urban sustainability indicators in informal neighborhoods,Hinostroza-Martinez J.; Custodio M.; Chavez-Villarroel J.,2025,10.3389/frsc.2025.1518694,https://www.scopus.com/pages/publications/105007746178?origin=resultslist,,,,,,,,,,
RF6F82FE94F8C,Water situation in Las Vigas from a socioenvironmental perspective,Esteban A.M.; Solano I.B.; Solano J.J.B.; Adame O.S.; Solano R.B.,2025,10.36922/AJWEP025220180,https://www.scopus.com/pages/publications/105019953413?origin=resultslist,,,,,,,,,,
R05840DE34F97,"Householdś willingness to accept compensation for water supply interruptions caused by Wildfires: Evidence from Valparaíso, Chile",Cepeda F.; Maldonado L.; Molinos-Senante M.,2025,10.1016/j.crm.2025.100765,https://www.scopus.com/pages/publications/105024113802?origin=resultslist,,,,,,,,,,
R893123523371,"A Systematic Review of Water, Sanitation and Hygiene of Bangladesh: Prospects and Challenges to Achieve Sustainable Development",Ahona N.; Anik A.; Tareq S.,2025,10.1111/wej.70009,https://www.scopus.com/pages/publications/105015448061?origin=resultslist,,,,,,,,,,
RBAEC371E6725,Aging Population and Lacking Sanitation Governance: Global Challenges in Alleviating Deaths from Unsafe Rural Sanitation,Wang Z.; Li P.; Li W.; Cao Y.; Liu J.; Li L.; Liu J.; Zheng T.,2025,10.1021/envhealth.4c00246,https://www.scopus.com/pages/publications/86000140483?origin=resultslist,,,,,,,,,,
RA982FF9001A7,Regional Heterogeneity in Urban Water Consumption in Saudi Arabia,Alzahrani F.; Tawfik R.,2025,10.3390/w17081156,https://www.scopus.com/pages/publications/105003538515?origin=resultslist,,,,,,,,,,
R21EB956A971B,The three waters reform in New Zealand: learning from local government narratives for improved governance,Moridnejad M.; Madani M.; Aghazadegan A.,2025,10.2166/wp.2025.059,https://www.scopus.com/pages/publications/105026863698?origin=resultslist,,,,,,,,,,
R2C152CC1C877,Addressing the near absence of formal governance in service provision: governance practices thriving in informal settlements,Chumo I.; Kabaria C.; Steege R.; de Siqueira Filha N.T.; Shankland A.; Elsey H.; Phillips-Howard P.A.; Mberu B.,2025,10.1186/s12982-025-00805-1,https://www.scopus.com/pages/publications/105011361212?origin=resultslist,,,,,,,,,,
R1ACA7824ACD5,"Water, sanitation and hygiene in selected counties in western Kenya: status and challenges",Owino K.O.; T. Ong'or B.; Kanda E.; Ochanda D.; Kariaga P.; Mukolwe M.; Lusweti E.; Lutta V.,2025,10.2166/wp.2025.080,https://www.scopus.com/pages/publications/105014734795?origin=resultslist,,,,,,,,,,
RF2AF386D1E6D,"Beyond access: assessing WASH service delivery models in healthcare facilities of North Mecha, Dera, and Farta, Ethiopia",Ayalew A.M.,2025,10.1186/s12913-025-13002-2,https://www.scopus.com/pages/publications/105010118338?origin=resultslist,,,,,,,,,,
R63C921BB19F0,THE DILEMMAS OF URBAN-METROPOLITAN PLANNING IN TIMES OF AUSTERITY AND FINANCIALIZATION: THE CASE OF THE PRIVATE SANITATION CONCESSION IN THE STATE OF RIO DE JANEIRO – BRAZIL; [ELS DILEMES DE LA PLANIFICACIÓ URBANO-METROPOLITANA EN TEMPS D’AUSTERITAT I FINANÇARITZACIÓ: EL CAS DE LA CONCESSIÓ PRIVADA DEL SANEJAMENT A L’ESTAT DE RIO DE JANEIRO – BRASIL]; [Os dilemas do planejamento urbano-metropolitano em tempos de austeridade e financeirização: o caso da concessão privada do saneamento no estado do Rio de Janeiro-Brasil]; [LOS DILEMAS DE LA PLANIFICACIÓN URBANO-METROPOLITANA EN TIEMPOS DE AUSTERIDAD Y FINANCIARIZACIÓN: EL CASO DE LA CONCESIÓN PRIVADA DEL SANEAMIENTO EN EL ESTADO DE RÍO DE JANEIRO – BRASIL],Dominguez M.T.; Klink J.J.,2025,10.1344/sn2025.29.47856,https://www.scopus.com/pages/publications/105022751087?origin=resultslist,,,,,,,,,,
RB378AA833CAB,"Rural Sanitation in Chile: Diagnosis, Investment and Challenges Towards Sustainability",Acuña C.R.,2025,10.29227/IM-2025-02-02-096,https://www.scopus.com/pages/publications/105025102434?origin=resultslist,,,,,,,,,,
R117C5DC21727,How Representatives of Community-Based Water Organisations Navigate Gaps in Colombia’s National Drinking Water Co-Production Strategy,Lindt K.; Royero Benavides B.,2025,,https://www.scopus.com/pages/publications/105031231653?origin=resultslist,,,,,,,,,,
R2E3192E1DA33,"“The world is dry, but I am fine” Self-perception of the human right to water and sanitation in trainee teachers",Lázaro-Salazar A.S.; Guerra-Ramos M.T.; Fargher-Navarro L.F.; Hoogesteijn-Reul A.L.,2025,10.3389/feduc.2025.1470636,https://www.scopus.com/pages/publications/105010911892?origin=resultslist,,,,,,,,,,
RBEBE095D118E,Scoping provision of WASH services for unsheltered individuals: practitioners’ experiences from the West Coast (U.S.),Hacker M.E.; Cusack M.; Culhane D.P.,2025,10.1088/2634-4505/adce2c,https://www.scopus.com/pages/publications/105004188863?origin=resultslist,,,,,,,,,,
R5912922172F1,Accelerating the achievement of SDG 6 via adaptive capacity mainstreaming into water governance strategies: a case study of Nigeria,Fadeyi O.O.; Bessah E.; Ololade O.O.,2025,10.2166/washdev.2025.038,https://www.scopus.com/pages/publications/105018212474?origin=resultslist,,,,,,,,,,
R0742BBE7042C,Mapping Collaborative Governance for Effective Community Engagement in Urban Hygiene Campaigns,Jadhav K.D.; Majumdar R.; Khanday S.A.; Sarvade N.; Musaev U.; Akhmedov S.,2025,10.3362/1756-3488.25-00004,https://www.scopus.com/pages/publications/105016402090?origin=resultslist,,,,,,,,,,
R02E0076606AC,Assessing the Impact of Public Health Interventions on Community Health Outcomes: A Multicenter Study,Dwivedi A.; Jeevitha G.R.; Khanna S.; Ganiya R.K.; Singh P.; Kaur J.,2025,10.53555/jab.v11i3.275,https://www.scopus.com/pages/publications/105012255201?origin=resultslist,,,,,,,,,,
R086CC8C86468,Gridless water configurations: integrating informal water activities and arrangements for equitable urban water development in India and Kenya,Asvanon R.; Nazareth A.; Barquet K.,2025,10.1080/1573062X.2025.2529924,https://www.scopus.com/pages/publications/105011252886?origin=resultslist,,,,,,,,,,
RAA945DD273DD,Proposal for an integrated model to assess municipal efficiency in managing sanitation and water risks,Guedes W.P.; Ferreira D.H.L.; Branchi B.A.,2025,10.1007/s10668-025-06704-4,https://www.scopus.com/pages/publications/105015643134?origin=resultslist,,,,,,,,,,
R8D17337BEC6A,Benchmarking efficiency to support a transition to financial sustainability in the South African municipal water sector,Luyaba L.; Mbhele N.; Moyo P.; Nsubuga S.Z.; Mafunda A.,2025,10.2166/wp.2025.103,https://www.scopus.com/pages/publications/105023565015?origin=resultslist,,,,,,,,,,
R163C274FBA50,Water Insecurity and Development Cooperation: Hungary’s Engagement in Africa,Ködmön Z.,2025,10.33002/nr2581.6853.080201,https://www.scopus.com/pages/publications/105014536647?origin=resultslist,,,,,,,,,,
R18119ADAAB3D,"Sustaining Urban Water and Sanitation in Beira, Mozambique: From Policy to Practice Through Local Perspectives",Santos M.M.; Ferreira A.V.; Lanzinha J.C.G.; Collado B.R.,2025,10.3390/urbansci9110480,https://www.scopus.com/pages/publications/105023053819?origin=resultslist,,,,,,,,,,
RD226743CE2E4,"A Colonial Discourse on ‘Urban Water’: A Case Study of Hesaraghatta Waterworks in Bangalore, India",Jash A.,2025,,https://www.scopus.com/pages/publications/105015401105?origin=resultslist,,,,,,,,,,
R9353D62C2B76,Barriers to sewer connection in urban Dhaka: Individual and organisational challenges,Alam M.-U.; Rahat M.A.; Neeher N.; Tabassum K.F.; Nawaz S.; Evans B.; Hutchings P.,2025,10.2166/washdev.2025.281,https://www.scopus.com/pages/publications/105004176755?origin=resultslist,,,,,,,,,,
R3B4E6A0D63A0,From Privatisation to Remunicipalisation: How Returning to Public Control of Water Services Benefits Hungarian Society,Szekeres Á.,2025,10.21029/JAEL.2025.38.313,https://www.scopus.com/pages/publications/105009416479?origin=resultslist,,,,,,,,,,
R23A9A454BF91,In Desperate Need: Public Sanitation in Contemporary London,Habermehl V.; McFarlane C.,2025,10.1111/anti.13108,https://www.scopus.com/pages/publications/85208476620?origin=resultslist,,,,,,,,,,
RE0CF385853FE,Identification of Problems Associated with Open Defecation and Its Related Solutions: A Case Study of South-West Nigeria,Ayanlola A.E.; Akomolafe A.A.; Ifedayo O.D.; Ndubuisi M.P.; Oladipupo O.O.; Olugbenga O.G.,2025,10.71637/tnhj.v25i2.1055,https://www.scopus.com/pages/publications/105010581755?origin=resultslist,,,,,,,,,,
R773045C3EF0B,From degradation to reproduction: Environmental justice and the racialized politics of environmental quality in Detroit,Van Lier N.,2025,10.1177/25148486251363737,https://www.scopus.com/pages/publications/105024596777?origin=resultslist,,,,,,,,,,
R57DB9FB6D163,WATER KIOSKS IN ALLEVIATING WATER SHORTAGE AMONG URBAN POOR IN AFRICA: A REVIEW,Nyika J.; Dinka M.O.,2025,10.26480/wcm.02.2025.335.338,https://www.scopus.com/pages/publications/105006917006?origin=resultslist,,,,,,,,,,
R83BE23E715F5,Why do some informal settlements fare better than others? A mixed-methods analysis of water and sanitation inequities across informal settlements,Khan H.F.,2025,10.1088/2634-4505/adb453,https://www.scopus.com/pages/publications/85218956801?origin=resultslist,,,,,,,,,,
R03D388B03A8D,"The impact of public spending on water, sanitation and hygiene adoption: Governance thresholds for complementary policies",Achuo E.D.; Asongu S.A.,2025,10.1111/issj.12535,https://www.scopus.com/pages/publications/85201688893?origin=resultslist,,,,,,,,,,
RA481934771E8,Urban realities: a zonal-level assessment of quality of life in Lucknow city’s slums based on access to amenities and proximity to services,Sakshi; Bano S.; Deshmukh R.,2025,10.1007/s44213-025-00046-7,https://www.scopus.com/pages/publications/105046317215?origin=resultslist,,,,,,,,,,
RAFDF34F22D03,Business-As-usual and fantasy planning ? an analysis of equity within climate adaptation planning for sanitation in Nairobi,Hyde-Smith L.K.; Ddiba D.; Dickin S.; Kiogora D.; Mdee A.L.; Reinfelder V.; Roelich K.E.; Evans B.,2025,10.1371/journal.pone.0339272,https://www.scopus.com/pages/publications/105026423063?origin=resultslist,,,,,,,,,,
R33EDCF0902FE,The status of domestic wastewater treatment in the Arctic,Jensen P.E.; Boratto D.; Rossi P.M.; Velmitskaya M.; Øverjordet I.B.; Andradóttir H.I.; Hansen L.T.; Herrmann I.; Mortensen R.; Hoydal K.; Dotson A.; Kvitsand H.; Heiderscheidt E.; Gewurtz S.; Johnson K.; Jenssen P.D.; Sinitsyn A.; Chen B.; Jamieson R.,2025,10.1039/d5va00082c,https://www.scopus.com/pages/publications/105014263131?origin=resultslist,,,,,,,,,,
RC8E1C6959D2C,Water Access in Mexico City: A Review of Local Research Approaches,Sámano Romero G.; Chavez-Mejia A.,2025,10.1002/wat2.70046,https://www.scopus.com/pages/publications/105024762878?origin=resultslist,,,,,,,,,,
R93164FD9F779,Assessing the Impact of the PFAS Rule on Water Affordability: Evidence from Ohio,Gardner J.W.; Kohls E.E.; Gingerich D.B.,2025,10.1021/acsestwater.4c00787,https://www.scopus.com/pages/publications/85211617642?origin=resultslist,,,,,,,,,,
RC8008BCADF20,Access to basic infrastructure services in Ghanaian local government: a contextual approach,Andrews R.; Beynon M.J.; Baafi F.,2025,10.1080/03003930.2023.2289609,https://www.scopus.com/pages/publications/85179983764?origin=resultslist,,,,,,,,,,
RA6F271701BE3,"Effects of a community-driven water, sanitation, and hygiene intervention on diarrhea, child growth, and local institutions: A cluster-randomized controlled trial in rural Democratic Republic of Congo",Quattrochi J.P.; Croke K.; Dohou C.; Ghib L.S.; Lokaya Y.; Coville A.; Mvukiyehe E.,2025,10.1371/journal.pmed.1004524,https://www.scopus.com/pages/publications/86000649907?origin=resultslist,,,,,,,,,,
RBEFE4D574380,"Blasting the Lifeline: Effects of Artisanal and Small-Scale Mine Blasting on Rural Water Supply Systems in Songwe District, Southern Highlands — Tanzania",Msigwa L.K.; Mwakanyamale E.P.,2025,10.1007/s41101-025-00427-3,https://www.scopus.com/pages/publications/105015422182?origin=resultslist,,,,,,,,,,
R6C87B9274F13,Appraising institutional management of urban water supply in Ghana: the role of the stakeholders,Aigbavboa C.O.; Addo L.Y.; Ebekozien A.; Thwala W.D.; Arthur-Aidoo B.M.,2025,10.1108/JFM-02-2023-0020,https://www.scopus.com/pages/publications/105001069217?origin=resultslist,,,,,,,,,,
R3DCF362CC675,"Economic analysis of improved sanitation facilities among rural households: evidence from Bukoba District, Tanzania",Banyenza E.; Mkuna E.; Kitole F.A.; Tibamanya F.Y.; Nsindagi T.; Lihawa R.; Mugula V.; Kacholi G.,2025,10.1007/s13412-024-00979-1,https://www.scopus.com/pages/publications/85203596983?origin=resultslist,,,,,,,,,,
R6686BA3989B9,How is the Theory of Intersectionality Helping us Rethink the Contemporary Issue of Lack of Access to WASH?,Singh R.,2025,10.1057/s41301-025-00448-4,https://www.scopus.com/pages/publications/105021438631?origin=resultslist,,,,,,,,,,
R8B12BBC0815A,Socio-ecological barriers to women's empowerment in sanitation in Eastern Indonesia,Dwipayanti N.M.U.; Kurnianingsih I.D.K.D.S.; Mustafa A.; Nastiti A.; Daniel D.; Kowara M.; Savitri I.G.A.D.,2025,10.1016/j.healthplace.2025.103554,https://www.scopus.com/pages/publications/105019574320?origin=resultslist,,,,,,,,,,
RCA2862A44260,Evaluating the impact of decentralization on local government efficiency in South Africa,Sylvester M.M.,2025,10.18488/74.v12i4.4567,https://www.scopus.com/pages/publications/105024241727?origin=resultslist,,,,,,,,,,
R4590CBC940E4,REACHing for PFAS solutions: how two communities responded to drinking water contamination,Garrett K.K.; Mok K.; Brown P.; Schaider L.; Powers M.; Fitzstevens M.; Amico A.; Osimo C.; Cordner A.; Carignan C.,2025,10.1007/s13412-024-00994-2,https://www.scopus.com/pages/publications/85211774297?origin=resultslist,,,,,,,,,,
R73A0FE4B7946,Enhancing access to rainwater harvesting in regions with saline groundwater,Puppala H.; Arora M.K.; Peddinti P.R.T.; Tamvada J.P.; Das K.,2025,10.1007/s43621-025-01250-5,https://www.scopus.com/pages/publications/105005797482?origin=resultslist,,,,,,,,,,
R21CAA5C1809C,The construction of the water supply network in Barreiro (Setúbal); [La construcción de la red de abastecimiento de agua en Barreiro (Setúbal)],Alvaredo L.,2025,,https://www.scopus.com/pages/publications/105028292692?origin=resultslist,,,,,,,,,,
RFED2F3383FAE,"Assessing disaster vulnerability in an informal settlement of Cape Town, South Africa, through the MOVE framework",Kunguma O.; Awah L.S.; Petersen I.; Lunga W.,2025,10.3389/fbuil.2025.1693836,https://www.scopus.com/pages/publications/105025576891?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Frontiers in Built Environment 2025, 11:1693836, DOI 10.3389/fbuil.2025.1693836); researcher should retain their own permanent copy.",exclude,E04,"Mixed-methods disaster-vulnerability study (125-household survey, transect walks, field observations) applying the MOVE framework (exposure/susceptibility/resilience to floods and fires) in an informal settlement of Khayelitsha, Cape Town. Sanitation access (94% lacking private sanitation) is examined only as one susceptibility indicator among many (poverty, housing, unemployment, health, institutional capacity) within the disaster-vulnerability framework, not as the focal outcome. No specific legal/administrative water/sanitation access mechanism (eligibility, connection process, discretion, or enforcement) is analyzed as an exposure variable; the paper's outcome is disaster vulnerability, not household water/sanitation access.",Claude-AI-fulltext-2026-09-12,,,,
RA41ACB484CFD,"How do water utilities’ decisions perpetuate theft in informal settlements? Collaborative systems analysis in Accra, Ghana",Vicario E.F.; Amankwaa E.F.; Ghebremichael K.; Mihelcic J.R.,2025,10.1016/j.watres.2025.123297,https://www.scopus.com/pages/publications/85217954861?origin=resultslist,,,,,,,,,,
R50CC9D6DCB34,Contested Urban Sanitation: The Politics of Provision in Cape Town’s Informal Settlements,Mukiga A.K.,2025,10.1007/s12132-025-09542-9,https://www.scopus.com/pages/publications/105018008871?origin=resultslist,,,,,,,,,,
R4DB61161A41A,"Water (In)Accessibility, Healthcare Delivery, and Patients’ Health Outcomes in Ghana: Perspectives from the Yendi Hospital",Kwame A.; Siiba A.; Apatinga G.A.; Owusu F.K.,2025,10.3390/nursrep15120418,https://www.scopus.com/pages/publications/105026141280?origin=resultslist,,,,,,,,,,
RB6EA4CFBE207,"Water affordability challenges in Latin America and the Caribbean: Accounting for coping costs due to reliance on multiple, non-exclusive sources",Martínez-Espiñeira R.; Pérez-Urdiales M.,2025,10.1016/j.worlddev.2024.106825,https://www.scopus.com/pages/publications/85209151732?origin=resultslist,,,,,,,,,,
R78B2DCE9ED20,"Exploring Water, Sanitation, and Hygiene Status and Health Outcomes in Zimbabwe: A Scoping Review of Literature",Betera S.; Nyamandi V.; Nunu W.N.,2025,10.1177/00469580251401469,https://www.scopus.com/pages/publications/105024963940?origin=resultslist,,,,,,,,,,
R882EA920B0CB,Achieving universal sanitation in Ghana: An analysis of key drivers of toilet ownership among property owners in Urban areas,Duku G.A.; Bonso N.K.; Appiah-Effah E.; Kunkuaboor Y.C.; Nouwati E.; Gyapong-Korsah B.; Acquah E.; Nyarko K.B.,2025,10.1371/journal.pone.0307729,https://www.scopus.com/pages/publications/85215252102?origin=resultslist,,,,,,,,,,
R6C95323AD177,"An Integrated and High-resolution Assessment of Territorial Water Vulnerability: The Case of the Gran Valparaiso Conurbation, Central Chile",Alamos N.; Lefort I.; Allendes A.; Billi M.; Monsalve T.; Urquiza A.,2025,10.13044/j.sdewes.d13.0585,https://www.scopus.com/pages/publications/105010498876?origin=resultslist,,,,,,,,,,
R2A5837C6012B,The Hidden Household Water Affordability Burden: An Examination of Municipal Ordinances and Racial Equity,Medwid L.; Huang D.; Carroll D.A.; Khalaf C.; Albrecht K.; Li J.,2025,10.1177/02750740251340063,https://www.scopus.com/pages/publications/105006984012?origin=resultslist,,,,,,,,,,
RD5C9E5E5D1D4,Does participation in village assembly lead to improved public good allocation? Evidence from India,Rajasekhar D.; Kurosaki T.; Manjula R.; Mori Y.,2025,10.1007/s42973-025-00203-x,https://www.scopus.com/pages/publications/105004467932?origin=resultslist,,,,,,,,,,
R9CBEB50D08C1,Drivers and barriers towards achieving SDG 6 on clean water and sanitation for all - an Indian perspective,Rajendrakumar S.; Mavhaire D.; Shimly S.; Rahut D.B.; Tharanidevi N.; Ramachandran V.S.; Timilsina R.R.,2025,10.1016/j.wds.2025.100228,https://www.scopus.com/pages/publications/105008793008?origin=resultslist,,,,,,,,,,
RF9459A3BC560,"Towards integrating self-supply to enhance urban water governance in Yola North, Nigeria",Shuaibu A.-W.; Hassan A.; Abubakar I.J.,2025,10.1007/s43995-025-00151-y,https://www.scopus.com/pages/publications/105010159759?origin=resultslist,,,,,,,,,,
R1136FBCE60EA,Testing the effects of merit appointments and bureaucratic autonomy on governmental performance: Evidence from African bureaucracies,Fernandez S.; Cheema F.,2025,10.1111/puar.13896,https://www.scopus.com/pages/publications/85208597681?origin=resultslist,,,,,,,,,,
R79DDA9B193D4,Connecting the Pipes: Navigating the Fragmented Rural Water Governance in the Philippines Through Common-Pool Resource Design Principles and Social Capital,"Salazar A.D., Jr.",2025,10.1111/aspp.70010,https://www.scopus.com/pages/publications/105002447977?origin=resultslist,,,,,,,,,,
R3BD9029322FD,Enhancing Rural Water Utility Sustainability Through Creative Financing Mechanisms,Yoanita E.; Wardhana Y.M.A.; Sutjiningsih D.,2025,10.11628/ksppe.2025.28.5.581,https://www.scopus.com/pages/publications/105024220432?origin=resultslist,,,,,,,,,,
RE78A907945F0,A Comprehensive Framework for Water Affordability Analysis,Fagundes T.S.; Marques R.C.; Malheiros T.F.,2025,10.1007/s11269-024-04076-4,https://www.scopus.com/pages/publications/105004008415?origin=resultslist,,,,,,,,,,
R3D86BDAB5223,Sanitation struggles and public health concerns in Ghana: insights from Sodom and Gomorrah slum,Ayelazuno R.A.; Tetteh S.,2025,10.1007/s43545-025-01063-3,https://www.scopus.com/pages/publications/105000344215?origin=resultslist,,,,,,,,,,
R989941A73A26,"The Economics of Household Water Access: A Review and Research Roadmap for ""Water for All""",Choumert-Nkolo J.; Phélinas P.,2025,10.1146/annurev-resource-121223-014639,https://www.scopus.com/pages/publications/105018605040?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Annu. Rev. Resour. Econ. 2025, 17:167-87, DOI 10.1146/annurev-resource-121223-014639); researcher should retain their own permanent copy.",exclude,E05,"Invited Annual Review narrative synthesis (explicitly distinguished by the authors from prior 'systematic reviews and meta-analyses' on water access, with no defined search strategy or inclusion criteria of its own). The paper's contribution is a critique of water-access measurement metrics and a call to combine quantitative (RCT-dominated) and qualitative evaluation methods for water interventions -- a methodological/research-roadmap argument, not an empirical synthesis of legal/administrative access mechanisms. Governance, tenure, and legal barriers are mentioned only in brief, citation-driven passing references, never analyzed as a specific mechanism tied to a measured household-level outcome.",Claude-AI-fulltext-2026-09-12,,,,
R37F664A4E619,NAVIGATING INDIA’S LEGAL GOVERNANCE IN WATER SECTOR: A SCRUTINY INTO NATIONAL PERFORMANCE UNDER SDG FRAMEWORK FOR CLEAN AND WASTEWATER MANAGEMENT IN INDIA,Pegu K.; Samal K.P.,2025,10.4314/jsdlp.v16i4.10,https://www.scopus.com/pages/publications/105015467680?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (The Journal of Sustainable Development, Law and Policy, Vol. 16:4, 210-243, DOI 10.4314/jsdlp.v16i4.10); researcher should retain their own permanent copy.",exclude,E05,"Pure doctrinal legal commentary (per INCLUSION_EXCLUSION.md exclusion criterion 1) analyzing India's legal/institutional water governance architecture (Jal Jeevan Mission, AMRUT, Swachh Bharat Mission Urban) against SDG 6 targets, without empirical household-level access evidence. The only primary empirical component is a groundwater-quality contamination case study of the Mancheswar industrial area (pH, hardness, TDS, heavy metals across three seasons) -- a water-quality science measurement, not household legal/administrative access data (no complaint, connection, eligibility, or enforcement outcome measured at the household level).",Claude-AI-fulltext-2026-09-12,,,,
R0B55C15E524A,"The dynamics of household sanitation services and faeco-oral diseases externalities in Osun State, southwest Nigeria",Aluko O.O.,2025,10.1093/trstmh/trae101,https://www.scopus.com/pages/publications/86000455154?origin=resultslist,,,,,,,,,,
