"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Partzsch L.; Hartung K.; Lümmen J.; Zickgraf C.","Partzsch, Lena (26030561200); Hartung, Karia (57287016700); Lümmen, Jule (57287548300); Zickgraf, Celine (57287908400)","26030561200; 57287016700; 57287548300; 57287908400","Water in your coffee? Accelerating SDG 6 through voluntary certification programs","2021","Journal of Cleaner Production","324","","129252","","","13","10.1016/j.jclepro.2021.129252","https://www.scopus.com/pages/publications/85116534202?origin=resultslist","This article assesses the contributions of voluntary certification to achieving the goals and targets of Agenda 2030 through the lens of SDG 6 on water sustainability. Cases are the most widely applied coffee standards: Bird Friendly, Common Code for the Coffee Community (4C), EU Organic, Fairtrade International, and Rainforest Alliance/UTZ. Our study consists of an analysis and comparison of these five standards, augmented by expert interviews and field visits in Colombia and Ethiopia. We find that fears of the recent proliferation of programs watering down the content of standards are unjustified in the case of SDG 6. However, there is a focus on environmental sustainability in line with priorities set by the Global North, whereas access to drinking water and sanitation is a more urgent problem in the Global South. Although certification programs may accelerate Agenda 2030, our research confirms that these programs reproduce North-South biases in global governance. © 2021","Agenda 2030; Certification; Coffee; SDG 6; Sustainability; Water","Potable water; Agenda 2030; Certification; Certification programs; Colombia; Organics; Rainforest Alliance; SDG 6; Through the lens; Voluntary certification; Water sustainability; Sustainable development","Article","Final","","Scopus","2-s2.0-85116534202"
"Jauhari I.; Soesilo T.E.B.; Priadi C.R.","Jauhari, Ikhtiar (58046053100); Soesilo, Tri Edhi Budhi (57193915879); Priadi, Cindy R. (36615805800)","58046053100; 57193915879; 36615805800","Life Cycle Cost of Self-Supply Water in Metro City","2021","E3S Web of Conferences","277","","06001","","","1","10.1051/e3sconf/202127706001","https://www.scopus.com/pages/publications/85145878169?origin=resultslist","Self-supply of drinking water is implemented in areas where the coverage of piped water services is inadequate, low incomes residents, and poor performance of piped water supply. The Life Cycle Cost (LCC) is a method of evaluating all costs incurred and is used to track the financing of the drinking water sector. This study analyses LCC of self-supply water in the Metro City, Indonesia. A field survey was conducted using a questionnaire in October 2020 for households in Metro City that captured information on costs incurred for household water use. It was observed that self-supply water uses in Metro City accounts for 92.86.30% of all water supplies. The average recurrent expenditure is Rp.224,344/ year with mean of capital cost is Rp.275,273. Most expensive cost for self-supply is borehole. High cost of borehole due deeper groundwater source, borehole use more pump electricity and higher drilling cost. This funding for selfsupply water is carried out independently by the households. These results highlighted the importance of self-financing for the water supply sector. Increased reliability and safety of self-supply require a better awareness of the costs and benefits of developing water sources. Furthermore, selfsupply water requires better governance to achieve safe water access.  © 2021 EDP Sciences. All rights reserved.","","Boreholes; Groundwater; Life cycle; Potable water; Water supply; Capitals costs; Field surveys; Household water; Indonesia; Low incomes; Poor performance; Supply waters; Water sector; Water service; Water use; Costs","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85145878169"
"Hussain S.; Khan M.M.; Shoaib M.; Raza A.; Shah S.A.R.; Khan T.A.; Khan S.","Hussain, Sabir (57220863047); Khan, Mudasser Muneer (56069687200); Shoaib, Muhammad (60417760100); Raza, Ali (59249875500); Shah, Syyed Adnan Raheel (57195567818); Khan, Tanveer Ahmed (55898695200); Khan, Sher (41861755800)","57220863047; 56069687200; 60417760100; 59249875500; 57195567818; 55898695200; 41861755800","Performance evaluation of participatory irrigation management as an alternative to a state-managed irrigation system*","2021","Irrigation and Drainage","70","1","","150","168","3","10.1002/ird.2515","https://www.scopus.com/pages/publications/85090299782?origin=resultslist","The Lower Bari Doab Canal (LBDC) system is one of the large old irrigation systems in Punjab, Pakistan. To overcome problems of water distribution and management in conventional state-managed irrigation, a participatory irrigation management (PIM) system was introduced in the LBDC command area in 2012. From the very large system of the LBDC, 20 different kinds of distributaries were selected in this study as representatives for evaluating performance of the new system. The primary data were gathered through questionnaires and by interviewing farmers, whereas the secondary data were gathered from the related offices of the Punjab Irrigation Department. The analysis of collected data illustrates that water service deliveries (WSDs) were poor even after implementation of PIM. The research shows that under administration of both systems, efficiency regarding provision of water seemed to be poor. The outcomes show that with the passage of time, recovery (abiana) decreased after implementation of the PIM system but the financial sustainability of PIM has improved compared to state administration. Finally, the current study recommends institutional reforms in PIM and comprehensive work on educating the farmers about their role in PIM as a mandatory component for improving efficiency of the PIM system. © 2020 John Wiley & Sons, Ltd.","decision making; irrigation; LBDC; management; PIM reforms; water","","Article","Final","","Scopus","2-s2.0-85090299782"
"Massarutto A.","Massarutto, Antonio (7801326898)","7801326898","Economic Regulation, Water Pricing, and Environmental and Resource Costs: The Difficult Marriage Between Financial Sustainability, Investment Requirements and Economic Efficiency","2021","Global Issues in Water Policy","28","","","395","431","2","10.1007/978-3-030-69075-5_17","https://www.scopus.com/pages/publications/85106177024?origin=resultslist","This chapter provides an overview of the financing patterns of the Italian water sector, which is segmented and characterised by a wide plurality of management systems and operators. In the last 25 years, Italy has introduced far-reaching reforms, which concerned in particular urban water supply and sanitation. The most important goal was to create the basis for an autonomous and self-sufficient water industry, driving the sector out of the public budget. Financial equilibrium of water undertakings and access to market-based finance have thence dominated over other possible aims of water pricing. Other sectors, and notably irrigation, continue to follow more traditional schemes. The chapter also discusses further reform opportunities with a view to turning water prices into economic incentives for a more sustainable use of water resources. © 2021, Springer Nature Switzerland AG.","Affordability; Economic instruments of water policy; Economic regulation; Finance of water investments; Water pricing","","Book chapter","Final","","Scopus","2-s2.0-85106177024"
"Tompson A.C.; Manderson L.; Chandler C.I.R.","Tompson, A.C. (56732765000); Manderson, L. (7004354947); Chandler, C.I.R. (14049918700)","56732765000; 7004354947; 14049918700","Understanding antibiotic use: Practices, structures and networks","2021","JAC-Antimicrobial Resistance","3","4","dlab150","","","61","10.1093/jacamr/dlab150","https://www.scopus.com/pages/publications/85120655333?origin=resultslist","In this article, we consider how social sciences can help us to understand the rising use of antibiotics globally. Drawing on ethnography as a way to research how we are in the world, we explore scholarship that situates antibiotic use in relation to interactions of pathogens, humans, animals and the environment in the context of globalization, changes in agriculture and urbanization. We group this research into three areas: practices, structures and networks. Much of the public health and related social research concerning antimicrobial resistance has focused on antibiotic use as a practice, with research characterizing how antibiotics are used by patients, farmers, fishermen, drug sellers, clinicians and others. Researchers have also positioned antibiotic use as emergent of political-economic structures, shedding light on how working and living conditions, quality of care, hygiene and sanitation foster reliance on antibiotics. A growing body of research sees antibiotics as embedded in networks that, in addition to social and institutional networks, comprise physical, technical and historical connections such as guidelines, supply chains and reporting systems. Taken together, this research emphasizes the multiple ways that antibiotics have become built into daily life. Wider issues, which may be invisible without explication through ethnographic approaches, need to be considered when addressing antibiotic use. Adopting the complementary vantage points of practices, networks and structures can support the diversification of our responses to AMR. © 2021 The Author(s). Published by Oxford University Press on behalf of the British Society for Antimicrobial Chemotherapy.","","antibiotic agent; agricultural worker; agriculture; antibiotic resistance; antibiotic therapy; clinician; drug structure; ethnography; health care quality; human; hygiene; Review; sanitation; sociology; urbanization","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120655333"
"Mafuta W.; Zuwarimwe J.; Mwale M.","Mafuta, Wonder (57216869063); Zuwarimwe, Jethro (36574592600); Mwale, Marizvikuru (24399514900)","57216869063; 36574592600; 24399514900","Wash financial and social investment dynamics in a conflict-arid district of jariban in somalia","2021","Sustainability (Switzerland)","13","9","4836","","","2","10.3390/su13094836","https://www.scopus.com/pages/publications/85105751589?origin=resultslist","The paper investigated the social and financial resources’ interface in WASH programmes for vulnerable communities. Nineteen villages were randomly selected from the Jariban district in Somalia using the random number generator based on the village list. Data was collected in a sequential methodology that started with transect walks to observe and record the WASH in-frastructure. Thirty-eight focus group discussions and desktop reviews triangulated transact walk recordings. The findings indicate minimum to zero investments towards WASH infrastructure in Jariban from the state government, with more dependency on the donor community. The study revealed that resources for the construction of latrines and water sources come from the following sources, NGOs (54.3%), diaspora community (34.5%) and community contributions (11.2%). The findings revealed a backlog in the WASH infrastructure, resulting in low access to water supply and sanitation services. The results demonstrate limited resource allocation by both the government and community, affecting the WASH infrastructure’s sustainability and further development. Due to the backlog in investments, particularly on improved latrines, it is concluded that their usage is low and a hindrance to having access to sanitation, hygiene and water as per the SDG goals, of leaving no one behind. While investment towards WASH in Jariban demonstrates multiple potential sources, there is a need to strengthen domestic resource mobilisation and explore governments’ role and capacity to secure WASH infrastructure investments. It is also recommended to explore how to tax the remittances to fund WASH infrastructure development and the private sector’s role in WASH infrastructure investment. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Community participation; Diaspora funding; Investments; Resource mobilisation","Somalia; conflict management; domestic violence; finance; governance approach; interface; investment; private sector; sanitation; sustainability","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85105751589"
"Shields K.F.; Moffa M.; Behnke N.L.; Kelly E.; Klug T.; Lee K.; Cronk R.; Bartram J.","Shields, Katherine F. (55226537800); Moffa, Michelle (57195377833); Behnke, Nikki L. (57193551829); Kelly, Emma (56999862100); Klug, Tori (57190842615); Lee, Kristen (57193553844); Cronk, Ryan (35766082400); Bartram, Jamie (6603696131)","55226537800; 57195377833; 57193551829; 56999862100; 57190842615; 57193553844; 35766082400; 6603696131","Community management does not equate to participation: Fostering community participation in rural water supplies","2021","Journal of Water Sanitation and Hygiene for Development","11","6","","937","947","15","10.2166/washdev.2021.089","https://www.scopus.com/pages/publications/85119971609?origin=resultslist","Community management has remained the dominant paradigm for managing rural water supplies in sub-Saharan Africa. There is a wide-spread perception that community participation principles are inherently embedded in the community management model. In this paper, we analyze how an international nongovernmental organization engages rural communities in their rural water projects, and the ways in which community members are able to participate in the management and governance of their water supplies. Qualitative data were collected in 18 study communities – six each in Ghana, Kenya, and Zambia – through interviews, focus group discussions, and participatory mapping with community and water committee members. We argue that community management does not inherently lead to broader community participation, but rather that fostering community participation requires intentionality. We recommend implementers use collaborative planning processes and explicitly engage with intra-community diversity and inequalities in order to facilitate the opportunity for all community members to meaningfully participate in decision-making. Collaborative planning with diverse groups will also allow community members to realize their rights to transparency and accountability once community management structures are in place. © 2021 The Authors.","Community ownership; Governance; Qualitative; Rural water supply; Sub-Saharan Africa; Water committee","Sub-Saharan Africa; Decision making; Rural areas; Collaborative planning; Community management; Community ownership; Community participation; Governance; Qualitative; Rural water supply; Sub-saharan africa; Water committee; Wide spreads; community resource management; decision making; governance approach; international organization; local participation; nongovernmental organization; perception; qualitative analysis; rural planning; water supply; Water supply","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85119971609"
"Berger E.; Bossenbroek L.; Beermann A.J.; Schäfer R.B.; Znari M.; Riethmüller S.; Sidhu N.; Kaczmarek N.; Benaissa H.; Ghamizi M.; Plicht S.; Ben Salem S.; El Qorchi F.; Naimi M.; Leese F.; Frör O.","Berger, Elisabeth (57002436800); Bossenbroek, Lisa (56063386400); Beermann, Arne J. (55815863700); Schäfer, Ralf B. (57212502812); Znari, Mohammed (57216603178); Riethmüller, Sina (57221780714); Sidhu, Nanki (57221783371); Kaczmarek, Nils (57221519822); Benaissa, Hassan (57195536947); Ghamizi, Mohamed (6506035104); Plicht, Sabrina (57221788647); Ben Salem, Souad (57221783326); El Qorchi, Fadoua (57221775297); Naimi, Mohamed (57225388204); Leese, Florian (7801416655); Frör, Oliver (15753717100)","57002436800; 56063386400; 55815863700; 57212502812; 57216603178; 57221780714; 57221783371; 57221519822; 57195536947; 6506035104; 57221788647; 57221783326; 57221775297; 57225388204; 7801416655; 15753717100","Social-ecological interactions in the Draa River Basin, southern Morocco: Towards nature conservation and human well-being using the IPBES framework","2021","Science of the Total Environment","769","","144492","","","37","10.1016/j.scitotenv.2020.144492","https://www.scopus.com/pages/publications/85100194889?origin=resultslist","Water is essential to human societies and a prerequisite for flourishing nature, especially in arid regions. Yet, climate change and socio-economic developments are expected to exacerbate current and future stresses on water resources, demanding innovative approaches to balance water needs for society and nature conservation. In this study, we use the IPBES conceptual framework to combine ecological and socio-economic insights and analyse the connections between people and nature in the water scarce Draa River Basin, southern Morocco. We study the diversity of desert benthic macroinvertebrates as one component of nature using DNA barcoding and their potential to serve as bioindicators of human impact by relating species occurrences to environmental parameters. Furthermore, based on 87 interviews with farmers and key institutional stakeholders, we investigate how farmers perceive water related changes and how water is managed in the basin. Regarding benthic macroinvertebrates, 41 families were identified, 475 DNA barcodes generated and assigned to 118 putative species (Barcode Index Numbers) of which 60 were first records. This indicates a lack of reference sequences for known, but also a potentially high number of undescribed species. Environmental parameters, which are partly influenced by human activities, such as aquatic stages, salinity and intermittency, were the most important variables explaining invertebrate richness and community composition in generalized linear models. We further describe farmers' perceptions of decreasing water quality and quantity. Farmers generally believe that they are able to cope with water related changes, although perceptions are regionally differentiated with farmers downstream being less optimistic. With growing concerns, water policies currently focus on increasing water supply and less on reducing water demands. Based on these findings, the usefulness of the IPBES framework for understanding social-ecological system dynamics is reflected, and recommendations for future freshwater management and research are derived. © 2021 Elsevier B.V.","Desert rivers; DNA barcoding; Ecosystem services; Transdisciplinarity; Water resource management","Animals; Conservation of Natural Resources; Ecosystem; Humans; Morocco; Rivers; Water Resources; Draa Basin; Morocco; Invertebrata; Aquatic organisms; Bar codes; Climate change; Ecology; Forestry; Water conservation; Water management; Water quality; Water supply; Watersheds; Benthic macroinvertebrates; Conceptual frameworks; Ecological interactions; Environmental parameter; Freshwater managements; Generalized linear model; Social-ecological systems; Socio-economic development; desert; ecosystem service; interdisciplinary approach; nature conservation; quality of life; river basin; water management; water resource; agricultural worker; Article; benthos; conceptual framework; desert; DNA barcoding; environmental protection; human activities; human impact (environment); indicator organism; Intergovernmental Science Policy Platform on Biodiversity and Ecosystem Services; macroinvertebrate; Morocco; priority journal; river basin; salinity; species composition; species identification; species richness; water insecurity; water management; water quality; water quantity; water supply; wellbeing; animal; ecosystem; environmental protection; human; river; water supply; Economics","Article","Final","","Scopus","2-s2.0-85100194889"
"Bernal D.; Restrepo I.; Grueso-Casquete S.","Bernal, Diana (57201060036); Restrepo, Inés (56290366600); Grueso-Casquete, Simón (57222194273)","57201060036; 56290366600; 57222194273","Key criteria for considering decentralization in municipal wastewater management","2021","Heliyon","7","3","e06375","","","68","10.1016/j.heliyon.2021.e06375","https://www.scopus.com/pages/publications/85101864896?origin=resultslist","Wastewater pollution problems are associated with population growth and the concentration of population in large urban centers. According to United Nations projections for 2050, the world population will reach 9 billion people, increasing the pressures on water resources due to their demand and pollution. Based on UNICEF and World Health Organization estimates, 2.4 billion people worldwide currently lack access to improved sanitation facilities, with 946 million practicing open defecation. Decentralized wastewater treatment systems are a viable and necessary alternative for wastewater management, thus, minimizing environmental impacts, facilitating resource recovery, and providing rural and peri-urban inhabitants with access to basic sanitation. This literature review article uses the multicriteria analysis tool to present the key economic, institutional, social, environmental, and technological aspects, criteria, and indicators that must be considered for successful decentralized system implementation planning to strengthen basic sanitation service coverage in the rural and peri-urban areas where it does not exist. © 2021 The Author(s)","Centralization level; Decentralized systems; Multicriteria analysis; Natural wastewater treatment technologies; System resilience; Wastewater treatment systems","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85101864896"
"Shen C.; Deng Y.; Zhang J.; Zhang C.","Shen, Chenhao (57239734500); Deng, Yixiang (7401531521); Zhang, Jiaxu (57211006464); Zhang, Chenglong (55773479000)","57239734500; 7401531521; 57211006464; 55773479000","Improve Life Cycle Management of Plastic Pollution in China; [我国塑料污染生命周期管理分析与建议]","2021","Research of Environmental Sciences","34","8","","2026","2034","7","10.13198/j.issn.1001-6929.2021.04.14","https://www.scopus.com/pages/publications/85113967852?origin=resultslist","Since the 1950s, the use of plastics has dramatically increased in industry and domestic life, and has become an indispensable part for human life. Meanwhile, it has created serious pollution of plastics and micro-plastics. In order to strengthen complete plastic pollution control, this study proposed five stages of life cycle management, namely, raw material-production-sale-disposal-recycling. The analysis of the present status and problems in the plastic pollution management indicated that although the countermeasures, including legislation and special actions were carried out at each stage, many problems still exist in the present management system, such as incomplete coverage of the life cycle management in the plastic pollution control, absence of detailed implementation rules in the legislation, enforcement difficulty of some management policies. Based on the above analysis and referencing foreign experiences in the management of plastic life cycle, this study puts forward policy suggestions to strengthen the life cycle management of the plastic pollution in China: (1) In the plastic raw material management, the industrial standards for potential leakage of micro-plastics and wastewater discharge in the production should be improved; and the materials that are easy to cause leakage such as chemical fibers should be encouraged not to be used in the cloth production. (2) In the production design, management regulations on plastic processes and recycling should be further implemented and the specific indices of micro-plastic recycling and recycling target should be brought forth. In the meanwhile, the impact of biodegradable plastics on the environment should be further studied and its degradability should be further improved. (3) In the sales and uses, in addition to strict implementation of regulations on plastic productions, it is suggested that plastic productions that are widely used in daily life should be banned gradually and green substitutions are highly encouraged to avoid ""one size fits all"" management mode. (4) In the disposal of plastic wastes, relative management ordinances should be strictly implemented, and international cooperation should be strengthened for the marine plastic problems. (5) In the recycling of plastic wastes, the recycling and processing techniques should be improved to reduce negative environment effects, while maximizing the recycling of the secondary resources. © 2021, Editorial Board, Research of Environmental Sciences. All right reserved.","Environmental problems; Life cycle management; Plastics pollution; Policy strategies","","Article","Final","","Scopus","2-s2.0-85113967852"
"Nkiaka E.; Bryant R.G.; Okumah M.; Gomo F.F.","Nkiaka, Elias (57189892977); Bryant, Robert G. (55950054200); Okumah, Murat (57194126553); Gomo, Fortune Faith (57202151873)","57189892977; 55950054200; 57194126553; 57202151873","Water security in sub-Saharan Africa: Understanding the status of sustainable development goal 6","2021","Wiley Interdisciplinary Reviews: Water","8","6","e1552","","","61","10.1002/wat2.1552","https://www.scopus.com/pages/publications/85111810113?origin=resultslist","The world is nearing the 2030 target-year by which sustainable development goals (SDGs) should be achieved. While other developing regions seem to be making progress toward achieving SDG6, sub-Saharan Africa (SSA) is lagging behind significantly, particularly with regard to access to water supply and sanitation (WSS). As a result, most studies evaluating progress toward the achievement of water security SDGs in SSA have focused on WSS while the rest of the SDG6 targets have received scant attention, often using fragmented or incomplete evidence. Here, we fill this knowledge gap by conducting a comprehensive assessment of the status of SDG6 in all 48 countries in SSA. We provide a review of the progress made, the challenges affecting each SDG6 target and examine the different political, socioeconomic, and environmental factors with potential to undermine the achievement of SDG6 in the region. Our review clearly demonstrates that it is likely that most countries may not achieve water security by 2030. The complex nature of the challenges and factors impeding the achievement of water security in SSA outlined here suggests that a holistic intervention involving local, national, and international stakeholders and the research community is urgently needed to address SDG6 if the 2030 target date is to be met. Approaches to enhance water security may equally consider: (a) underpinning peace and security in SSA and (b) the commitment of more financial resources by donors particularly during this period of COVID-19 pandemic. This article is categorized under: Human Water Human Water > Water Governance Engineering Water > Planning Water. © 2021 Wiley Periodicals LLC.","climate change; conflict and migration; SDG6 assessment; urbanization and population growth; water governance; water insecurity","Sub-Saharan Africa; accessibility; climate change; governance approach; population growth; resource availability; sanitation; Sustainable Development Goal; urbanization; water availability; water management; water resource; water supply","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85111810113"
"Abdul Razak M.A.N.B.; Abdul Rajab A.Z.B.; Chew J.S.; Chesson J.B.; Lim S.","Abdul Razak, Mohamad Anas Najmi B. (55394908000); Abdul Rajab, Ahmad Zawawi B. (58151492000); Chew, Jay Sern (58151177800); Chesson, John Brian (58151031300); Lim, Susin (58151492100)","55394908000; 58151492000; 58151177800; 58151031300; 58151492100","Pushing the Operational Envelope of a Cap-Rock Restoration Campaign Utilizing Perforate Wash Cement Technology and a Hydraulic Work Over Unit Offshore Malaysia","2021","International Petroleum Technology Conference, IPTC 2021","","","","","","1","10.2523/IPTC-21367-MS","https://www.scopus.com/pages/publications/85150648120?origin=resultslist","Malaysia's government recognizes the high risk that aging idle wells pose to its health, safety and environment and has developed some of the most stringent plug and abandonment, P&A, regulations to protect its future. Corroded casing strings and sustained casing pressure are common issues on its multidecade old platforms and a risk-based design philosophy has been adopted to balance risk mitigation and operational costs, while still ensuring an eternal barrier. Both conventional rigs as well as rigless hydraulic workover units, HWU, are being used for P&A operations. This study considers the barrier element rationale applied in four offshore wells that were plug and abandoned by cap-rock restoration Perforate, Wash, Cement, PWC, barrier plugs. It also considers the operating window of a jet-based PWC technology to understand the challenges and opportunities for further optimization during HWU operations. Cap rock restoration utilizing both cup-based and jet-based PWC technology is being widely applied throughout Malaysia as a cost-effective alternative to casing section milled barrier plugs. Malaysia's P&A regulation allows isolation at the cap rock level, whereby ""Contractor shall adhere to the Cap-Rock Abandonment Applicability Flowchart to identify technically and commercially acceptable candidates for this well abandonment method."" The PWC method enables cap rock restoration in a single trip process; whereby the casing annulus is accessed by TCP guns to allow for annular debris to be effectively washed prior to cement plug placement. The process is not limited only to TCP guns; as a mechanical casing perforator was utilized in a shallow cased hole section of one of the wells to avoid damaging the outer casing. A custom BHA was developed and tested to match the cuts from the mechanical perforator. Specially oriented, rotating, wash jets were configured to maximize the annular access during the washing process. The washing effectiveness of this new BHA was confirmed by the massive amount of annular debris that was observed over the surface shakers. Operations were conducted offshore with a HWU with limited infrastructure and operating capability compared to a conventional rig. A PWC candidate screening matrix was applied early during the planning phase to manage rig limitation, well condition and operational risk to ensure successful barrier placement. All cap rock barriers were successfully installed and tested, and no sustained annular pressure remained in any of the wells. Fewer PWC plugs were required than originally planned, due to strict adherence to the Caprock Restoration Plan Decision Tree, resulting in significant cost savings for the project. The detailed time breakdown of the HWU operations provides useful insight into the operational efficiencies and unplanned events during the HWU campaign and lessons learned are shared from the project. Copyright © 2021, International Petroleum Technology Conference.","","Abandoned wells; Cements; Debris; Gasoline; Health risks; Infill drilling; Offshore oil well production; Perforators; Restoration; Rocks; Washing; Cap rock; Casing strings; Cement technology; Health safety; Hydraulic works; Malaysia; Mechanical; Offshores; Stringents; Sustained casing pressure; Cost effectiveness","Conference paper","Final","","Scopus","2-s2.0-85150648120"
"Arthur-Holmes F.","Arthur-Holmes, Francis (57207825014)","57207825014","Gendered division of labour and “sympathy” in artisanal and small-scale gold mining in Prestea-Huni Valley Municipality, Ghana","2021","Journal of Rural Studies","81","","","358","362","48","10.1016/j.jrurstud.2020.11.001","https://www.scopus.com/pages/publications/85097078162?origin=resultslist","Understanding the gender relations and dynamics in artisanal and small-scale mining (ASM) is crucial for formalization interventions and gender-sensitive on-site policies in sub-Saharan Africa. Yet, there is very little research on how gender influences women's economic opportunities and power relations at ASM sites in Ghana. Drawing from a qualitative research in the Prestea-Huni Valley Municipality, Ghana, this paper examines the local gender dynamics and division of labour in ASM. Findings show that while men were mainly engaged in the extraction – digging, shoveling and loading of women's head pans with mineral ore – and processing work at the colluvial mining sites, women were basically working as labourers for the men. The women were directly involved in three main activities – provision of water on mineralised sand, transportation of gold ore and forewomen role – where they received lower remuneration for their labour. In relation to women's access to “dig and wash” work and hard rock mining sites, there was an element of “gendered sympathy” which involved some power dimensions in ASM. In this paper, the empirical analysis of gendered division of labour in ASM provides the basis to understand the gendered organization of ASM and its management structure. © 2020 The Author","Artisanal and small-scale mining (ASM); Gender relations; Gendered division of labour; Gendered sympathy; Ghana; Sub-Saharan Africa; Women artisanal miners","Ghana; Ghana; Prestea; Sub-Saharan Africa; Western Region; artisanal mining; gender relations; gender role; labor division; power relations; small scale mining; womens employment","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85097078162"
"Akpabio E.M.; Rowan J.S.","Akpabio, Emmanuel M. (15134905600); Rowan, John S. (7006935421)","15134905600; 7006935421","Water, Sanitation, and Health: Progress and Obstacles to Achieving the SDGs","2021","Handbook of Catchment Management: Second Edition","","","","271","308","2","10.1002/9781119531241.ch11","https://www.scopus.com/pages/publications/85153668029?origin=resultslist","The importance of water supply and sanitation system is reflected in their inclusion in the Millennium Development Goals (MDGs). The water-sanitation-health nexus reveals a dynamic relationship involving the environmental parameters, socio-economic and cultural factors, and human health. Nigeria’s water resources are unevenly distributed and strongly influenced by rainfall variability, river basin characteristics, and the underlying hydrogeological characteristics. water, sanitation and hygiene (WASH) management is located in several institutional bodies with very limited capacity for coordination and cross-sector collaboration. In Nigeria, for instance, public policy emphasis on sanitation and hygiene is shaped by emergencies, prevailing international norms and targets, example, the MDGs and the sustainable development goals, and depends on the favourable disposition of specific regimes in power. The Sub-Saharan Africa WASH sector is somehow nested in cultural beliefs and religious values that tend to work against behavioural changes and innovative practices. © 2021 by John Wiley and Sons Ltd.","","","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85153668029"
"Pierce G.; Gmoser-Daskalakis K.","Pierce, Gregory (55378453800); Gmoser-Daskalakis, Kyra (57219744957)","55378453800; 57219744957","Multifaceted intra-city water system arrangements in California: Influences and implications for residents","2021","Utilities Policy","71","","101231","","","8","10.1016/j.jup.2021.101231","https://www.scopus.com/pages/publications/85110314004?origin=resultslist","Some cities directly provide drinking water and other utility services to their residents, whereas others contract out these responsibilities in full or in part, with considerable implications for service and non-service outcomes. There is a robust literature considering reasons for city-private provider binaries, as well as a growing number of studies assessing the rise in special district service provision, mixed service delivery arrangements, and inter-municipal service delivery within metropolitan contexts. On the other hand, there are few studies assessing city-level prevalence of these three main provider types jointly, as well as fully accounting for the diversity of institutional arrangements in drinking water service within individual cities. In this study, we construct an empirical profile of and analyze influences on diverse city-level water service provider arrangements using a dataset compiled for all 482 cities in California. Our analysis shows that 80% of cities are served by either a municipality, a private, investor-owned utility or a special district, with special districts being more common than private providers. Moreover, 20% of cities had more than one service provider, and 68% of these cities were served by more than one system type, including many where municipal and private providers co-existed. Using multivariate regression techniques, we analyze influences on different types of city-level drinking water service arrangements. We find that city incorporation date most profoundly influences the mix of water systems in cities, especially arrangements involving special districts or multiple system types. We also find that cities which run their own water system exclusively are more likely to institute conservation policies, and provide suggestive evidence that residents living in cities served by multiple water systems are exposed to wide variance in water rates. Water system fragmentation within city boundaries thus has implications for resource management policy and equity in intra-city resident essential service outcomes. © 2021 Elsevier Ltd","Drinking water; Public-private; Special districts; Urban governance; Utilities","California; United States; drinking water; governance approach; public-private partnership; urban area; utility sector; water management","Article","Final","","Scopus","2-s2.0-85110314004"
