title,authors,year,doi,url,abstract,database,search_id
Chapter 5 Amplifying the community voices for greater access to drinking water in Bangladesh,Mallick D.L.,2025,10.1108/S2040-7262(2010)0000002008,https://www.scopus.com/pages/publications/105041698441?origin=resultslist,"This chapter reflects on the approach and learning of an innovative project in Bangladesh that addresses drinking water security issues of the poor and marginal communities through participatory research, innovation, and social mobilization. The people, living in the most difficult geophysical areas, are facing severe crisis of drinking water and associated health risks due to remoteness, seasonality, social isolation, and poor institutional links. The geophysical constraints such as growing salinity, arsenic, flood and drought, and drawdown of groundwater tables have aggravated the problems. The existing government services hardly reach to the most unserved and needy people because of remoteness and lack of responsiveness of the government departments. A participatory action research project led to collective understanding about the severity of the problems and associated health risks and vulnerability. This again built greater awareness and motivated the poor, women, and marginal communities to establish links with key actors and take various local and collective actions toward ensuring their greater access to drinking water, sanitation facilities, and health services from the relevant government departments and development agencies. © 2010",Scopus,SEARCH_021b
Artificial intelligence application to the water and wastewater treatment systems,Wang W.; Wang J.; Zhang Z.; Li C.,2025,10.1016/B978-0-443-34019-2.00007-9,https://www.scopus.com/pages/publications/105027096105?origin=resultslist,"The constantly growing urban scale and productivity have brought about greater demand for water resources, and human society is increasingly emphasizing automation and energy efficiency, which has led to enormous operational pressure and renovation needs for water and wastewater treatment systems. Existing water/wastewater treatment systems have been plagued by problems of inefficiency, high cost, and poor reliability due to lack of prompt and on-line water quality prediction technique, thus hindering the resources allocation and auto-feedback-regulation of the water and wastewater treatment processes. The emergence of artificial intelligence (AI) techniques offers novel and viable solutions to address these issues. Leveraging robust data analysis and processing capabilities, AI techniques such as machine learning and computer vision can extract valuable information from vast amounts of data, identify patterns and trends, enabling real-time monitoring and precise prediction for the state of water and wastewater, thereby enhancing the operational efficiency and reliability of such systems. Moreover, AI techniques can optimize resource allocation and achieve more intelligent automation control, thereby improving energy efficiency of such systems. Based on the differences in application objectives and scenarios, this chapter systematically summarizes the current applications of AI techniques to the water and wastewater treatment systems including water/wastewater treatment processes, urban drinking water systems (DWSs), and integrated urban drainage systems; analyzes the significance and challenges of AI techniques compared to traditional technologies; introduces potential improvement direction aimed at addressing these challenges; and finally gives the conclusions and the future perspective for AI development in such systems. © 2026 Elsevier Inc. All rights reserved..",Scopus,SEARCH_021b
Development of a Frequency-Domain Electromagnetic Instrument for Underground Metal Pipelines,Liu R.; Chen H.; Lu X.; Liu M.; Fu Y.; Liu H.,2025,10.1109/EPEE67527.2025.11428449,https://www.scopus.com/pages/publications/105036313510?origin=resultslist,"Underground pipeline detection is critical for ensuring the safe operation of cities. Some urban areas lack pipeline documentation, and certain pipelines have no exposed endpoints, limiting the applicability of traditional detection methods such as direct connection and clamp methods. Statistics indicate that damage incidents involving pressurized metal pipelines, such as water supply and district heating pipelines, account for a significant proportion in China. To address this, this paper designs and develops a frequency-domain electromagnetic instrument for underground metal pipelines detection, encompassing coil design and the integrated development of the transmitter and receiver systems. The transmitter coil is connected in parallel, effectively reducing its resistance and inductance while maintaining the same number of turns, thereby enhancing the magnetic moment. The receiver system utilizes a bucking coil to cancel primary field interference and employs the orthogonal vector demodulation technique to extract the real and imaginary components of the secondary field. Field comparison experiments demonstrate that the instrument can accurately identify underground metal pipelines in complex environments, verifying its practicality and reliability.  © 2025 IEEE.",Scopus,SEARCH_021b
Jal Jeevan Mission and role of smart technologies in achieving water security in rural India,Mukherjee A.; Senapati T.; Ghosh A.,2025,10.1016/B978-0-443-33321-7.00015-9,https://www.scopus.com/pages/publications/105006581113?origin=resultslist,"The provision of safe and reliable water has always been fundamental to human well-being and economic development of a nation. Developing nations like India put forward different tactics to attain water security goals. In India, a program named Jal Jeevan Mission (JJM) has been pivotal in mitigating water security challenges by aiming to deliver connections of tap water to every rural house. As provisions of tap water are increasing in the country, the use of smart technologies and innovative solutions like smart water meters, water ATMs, and a cloud-based dashboard are gaining importance for water management and conservation. These smart technologies leverage the advancements in sensors, data analytics, artificial intelligence, and automation to enhance efficiency, reduce water wastage, monitor water quality, and improve overall water management practices. This study envisages the contribution of the program, i.e., JJM, in supplying potable water in the rural areas of India. It delves into the mission's objectives, strategies, and impact on improving water accessibility and quality across rural areas. It also discusses the interconnected issues of water scarcity, pollution, and management, emphasizing the need for water resource governance. This study especially emphasizes the role of different smart technologies in conservation, monitoring, and management of water, with special emphasis on supplied drinking water. By examining the literature on the JJM's role in enhancing water security, this article contributes to understanding India's efforts in achieving universal affordability to have potable drinking water and the broader implications on public health and socio-economic development. © 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Scopus,SEARCH_021b
Study on the Distribution Characteristics and Dynamic Evolution of Green Buildings in China Based on the K-means Algorithm,Bao Z.; Wu X.,2025,10.1109/ISCAIT64916.2025.11010510,https://www.scopus.com/pages/publications/105010193280?origin=resultslist,"With the concept of green and sustainable development, the gap of green building growth among provinces in China is becoming increasingly obvious. Based on the data of wastewater discharge, air pollution and urban environmental infrastructure investment in China Statistical Yearbook, K-means clustering algorithm is used to classify the distribution of green buildings, and the key influencing factors and dynamic evolution trend are analyzed. At the same time, focusing on the energy consumption of each region, PCA main city analysis is used to study the main indicators affecting the green performance of buildings, and the differences and connections of these analysis methods are analyzed in depth. The results show that: (1) There are obvious regional differences. Green building development in eastern coastal and highly urbanized areas is faster (such as Yangtze River Delta and Pearl River Delta), while that in northwest and underdeveloped areas is slower. (2) Industrial wastewater emission, sulfur dioxide emission, industrial smoke (dust) emission and population density are the main energy indicators affecting the green performance of buildings.(3) Economic development, policy support, environmental governance and market demand are key determinants of green building concentration. Efficient provinces (e.g. Beijing, Shanghai) benefit from strong economic fundamentals, policy incentives, advanced environmental management and high market demand, making them leaders in green building development. (4)The evolution of green building has experienced three stages: policy-driven, market-led and technology-driven. In the early stages, government policies play a crucial role; in the medium stage, market demand becomes the main driving force; in the later stage, technological innovation, resource recycling and green social system development become key factors for sustainable growth. In the future, provinces should adopt collaborative innovation, policy optimization and resource sharing strategies to promote the development of high-quality green buildings and contribute to carbon neutrality goals and ecological sustainability.  © 2025 IEEE.",Scopus,SEARCH_021b
Minimizing Inequality in Urban Water: ST-GNN Forecasting and Differentiable Optimization,Ghosh A.; Misra R.,2025,10.1109/BigData66926.2025.11402231,https://www.scopus.com/pages/publications/105037844285?origin=resultslist,"Mumbai's piped network delivers markedly uneven service across wards and settlement types. Drawing on zonal supply records and municipal environmental reports, we quantify distributional inequality in hours of supply and litres per capita per day (LPCD) and trace its physical and institutional drivers using spatial econometrics. In 2024, citywide service averages about 5.4 hours/day; slum settlements receive 45 LPCD versus 135 LPCD in non-slum areas - clear evidence of substantial inequity. Counterfactual simulations show that modest reductions in non-revenue water (NRW) can deliver equity gains comparable to a 200-400 MLD desalination expansion, but at lower cost and on shorter timelines. We conclude with governance priorities - universal metering, zonal pressure management, and pro-poor allocation - that shift the policy lens from absolute scarcity to distributional justice. © 2025 IEEE.",Scopus,SEARCH_021b
"AGRIFUSION OF WATER AND WASTEWATER TECHNOLOGIES: STATUS, MANAGEMENT, AND CHALLENGES",Sadiq S.M.; Singh I.P.; Ahmad M.M.; Abdulmumin S.,2025,,https://www.scopus.com/pages/publications/105005667401?origin=resultslist,"Water is essential for the ecosystem, economy, and development of humans. Improving rural people’ food security, incomes, and standard of living requires access to and security over water resources. For millions of impoverished farmers, particularly those in rainfed regions and also those engaged in irrigated agriculture, reliable access to water continues to be a key obstacle. More farmers are in danger of losing water security and falling back into poverty because of climate change as well as the associated altering rainfall patterns. Therefore, it is imperative to increase the communities’ ability to adopt and spread agricultural water management methods. Managing the water used for livestock, crop, and inland fisheries cultivation, all come under agricultural water regulation. The key to improve agricultural water administration in these productive regions is to address both global food security and poverty alleviation. By 2050, up-to-date food production must double to meet the world’s food needs. This expansion must come from rainfed agriculture-heavy regions and irrigated agriculture. © 2025 by Apple Academic Press, Inc.",Scopus,SEARCH_021b
Analysis of the global water crisis: Illustrating regions with extreme water scarcity to those with relative abundance,Bhandari M.P.,2025,,https://www.scopus.com/pages/publications/105005021965?origin=resultslist,"This pioneering work provides a comprehensive exploration of the world's most pressing water issues. It offers a global overview of the water crisis, meticulously categorizing regions based on their water availability: from areas facing extreme water scarcity to those enjoying relative abundance. By examining diverse case studies, it presents specific examples from regions struggling with severe droughts, high to moderate water stress, moderate water security, and those blessed with ample freshwater resources. The book delves into the underlying causes of the global water crisis, including climate change, population growth, pollution, and unsustainable water management practices. It highlights the disparities between regions, emphasizing how some communities face life-threatening shortages while others have access to surplus water. By comparing these different scenarios, the book sheds light on the complex socio-economic, environmental, and political factors contributing to water inequality. At its core, this book carries a message of urgency and hope. It challenges readers to rethink water as a shared resource and inspires global cooperation to address water scarcity. The book advocates for innovative solutions such as sustainable water management, advanced technologies for water conservation, and policies that promote equitable access to clean water. ""Analysis of the Global Water Crisis"" is an essential read for policymakers, researchers, environmentalists, and anyone concerned about the future of our planet. It offers noble ideas for a sustainable future where water is managed wisely, ensuring the survival and prosperity of all living beings. The message is clear: water is not just a resource, but a fundamental right, and it is our collective responsibility to protect it for future generations. Technical topics discussed in the book include: Water availability and distribution Climate change and water resources Water stress and scarcity indicators Groundwater depletion Water pollution and contamination Integrated water resources management (IWRM) Desalination and water reuse technologies Water-energy nexus Transboundary water conflicts and cooperation Policies and governance for water security. © . All rights reserved.",Scopus,SEARCH_021b
Simulation of Acute Hepatitis a in Ukraine Using LSTM Deep Learning Model,Butkevych M.; Chumachenko D.,2025,10.1109/ACIT65614.2025.11185739,https://www.scopus.com/pages/publications/105019982326?origin=resultslist,"Acute Hepatitis A remains a significant public health concern, particularly in regions with unstable infrastructure and limited access to clean water and sanitation. In Ukraine, periodic outbreaks continue to pose challenges to disease surveillance and early intervention, especially in the context of ongoing conflict and population displacement. This study aims to assess the feasibility of using a Long Short-Term Memory (LSTM) deep learning model for forecasting the monthly incidence of acute Hepatitis A in Ukraine. The model was trained using official epidemiological data published by the Center of Public Health under the Ministry of Health of Ukraine from 2018 to 2024, incorporating two time series: monthly absolute cases and monthly cumulative cases. The LSTM architecture consisted of three recurrent layers with dropout regularization and a final dense output unit trained to predict one-month-ahead incidence. The model achieved a mean absolute percentage error (MAPE) of 5.40% for absolute case prediction and 0.85% for cumulative case prediction. While the model captured general trends in disease dynamics, it demonstrated limitations in detecting sudden incidence spikes. These findings indicate that LSTM models can support trend forecasting for Hepatitis A but require enhancement through exogenous variables and hybrid architectures to improve responsiveness to outbreaks. This work contributes to developing AI-driven forecasting tools for infectious disease surveillance in resource-constrained and crisis-affected settings. © 2025 IEEE.",Scopus,SEARCH_021b
Decoding the hypertension-kidney connection: implications for black communities,Zoccali C.; Mallamaci F.,2025,10.1097/HJH.0000000000004059,https://www.scopus.com/pages/publications/105010164023?origin=resultslist,[No abstract available],Scopus,SEARCH_021b
Management and challenges in access and diagnosis of drinking water services in Rural Areas of Latin América,Acosta-González A.; Jimenez-Junca C.A.; Gallardo-Salas M.A.,2025,10.4018/979-8-3693-6089-7.ch010,https://www.scopus.com/pages/publications/105012914185?origin=resultslist,"Ensuring access to potable water, basic sanitation, and hygiene (WASH) in Latin America, particularly in rural areas, remains challenging. In 2022, 8.4% of the population lacked safe drinking water, while 74.6% had basic sanitation. Regulatory approaches vary but are generally nascent, facing significant water quality challenges from agricultural runoff, industrial discharges, and mining activities. Inadequate wastewater treatment leads to bacteriological pollution. Over- extraction of groundwater, unplanned urban growth, and limited resources exacerbate pollution and water stress. Monitoring and enforcement are hindered by outdated infrastructure and inadequate training. Critical water quality parameters are inconsistently measured, and delayed sample processing compromises microbiological analyses. Education and training in water management, infrastructure improvements, and investment are imperative to address climate change impacts and social inequalities. Additionally, unplanned urban expansion puts further pressure on water resources in peri- urban areas. © 2026, IGI Global Scientific Publishing. All rights reserved.",Scopus,SEARCH_021b
