title,authors,year,doi,url,abstract,database,search_id
Constraints and motivations to sanitation business in peri-urban communities in Ghana,Nimoh F.; Poku K.; Ohene-Yankyera K.; Konradsen F.; Abaidoo R.C.,2014,10.2166/washdev.2014.072,https://www.scopus.com/pages/publications/84919822093?origin=resultslist,"Ghana lags behind the Millennium Development Goals' target for sanitation, despite widespread effort by the central government. Lessons from the historical shortcomings of Ghana's sanitation policy now call for public-private partnership in the management of sanitation in Ghana. Using observations and in-depth interviews with small-scale sanitation service providers, this study investigated the constraints and motivations of sanitation-related businesses in peri-urban communities in the Ningo-Prampram district of Ghana. Both quantitative and qualitative methods were used for data analyses and reporting. The study found that there exist various sanitation-related businesses such as masons/latrine builders, hardware suppliers and pit-emptier, in the study area whose activities are constrained by some financial, logistical, institutional and social challenges which limit their performance. Nonetheless, the operation of a sanitation business in the study communities was found profitable, and service providers are motivated by the financial returns and other non-financial benefits to remain and continue in their respective businesses. Policy efforts by the government and other stakeholders toward addressing the constraints to sanitation business are crucial for increased private sector participation and better service delivery to all stakeholders in the sanitation market, and the Ghanaian economy as a whole. © IWA Publishing 2014.",Scopus,SEARCH_030
The 2014 drought and water management policy impacts on California’s Central Valley food production,Keppen D.; Dutcher T.,2015,10.1007/s13412-015-0283-3,https://www.scopus.com/pages/publications/84977123235?origin=resultslist,"Water is a scarce resource in the West, creating intense competition among user groups. The problem is compounded by climate change. During 2014 and 2015, California experienced one of the worst droughts in 160 years of record keeping. The US Bureau of Reclamation announced zero water allocation for Central Valley Project agricultural water service contractors—with a devastating impact on food producers. Many farmers have fallowed their fields because there was not enough water to meet their needs, and thousands of acres of citrus, almond, and other perennial crops have been ripped out. The reduction in irrigation water supply has forced farmers to draw on underground water, which is expensive and unsustainable. Water managers have to decide between supplying water for cities, agriculture, and environmental services (e.g., water flow through the San Francisco Bay-Delta). Farmers perceive the collapse of their water allocation as, in part, a “regulatory drought” brought on by political decisions about who should have the water. The growing demands of other sectors have been met at the expense of agriculture. Uncertainties in the current political process not only undermine the reliability of the agricultural water supply but also diminish the industry’s ability to make long-term adaptive decisions. The implementation of environmental laws and policies has been particularly distressing to farmers because of the large quantity of water designated for environmental use and the apparent weakness of scientific evidence to justify it. The realization of supposed benefits, such as restoration of endangered fish populations, has not been convincing. Moreover, information is lacking on alternative management options that might be more effective. Two recommendations are presented as a means to increase the resilience and reliability of the water supply for all user groups: (1) a mediated settlement generated by all stakeholders involved in water use sectors that bear upon the comprehensive and long-term management of the San Francisco Bay-Delta and threatened and endangered species that depend upon it and (2) an increase in water storage infrastructure to buffer future fluctuations in snowpack runoff. © 2015, AESS.",Scopus,SEARCH_030
Health impact assessment of urban waterway decisions,Korfmacher K.S.; Aviles K.; Cummings B.J.; Daniell W.; Erdmann J.; Garrison V.,2014,10.3390/ijerph120100300,https://www.scopus.com/pages/publications/84919790186?origin=resultslist,"Health impact assessments (HIA) promote the consideration of health in a wide range of public decisions. Although each HIA is different, common pathways, evidence bases, and strategies for community engagement tend to emerge in certain sectors, such as urban redevelopment, natural resource extraction, or transportation planning. To date, a limited number of HIAs have been conducted on decisions affecting water resources and waterfronts. This review presents four recent HIAs of water-related decisions in the United States and Puerto Rico. Although the four cases are topically and geographically diverse, several common themes emerged from the consideration of health in water-related decisions. Water resource decisions are characterized by multiple competing uses, inter-institutional and inter-jurisdictional complexity, scientific uncertainty, long time scales for environmental change, diverse cultural and historical human values, and tradeoffs between private use and public access. These four case studies reveal challenges and opportunities of examining waterfront decisions through a “health lens”. This review analyzes these cases, common themes, and lessons learned for the future practice of HIA in the waterfront zone and beyond. © 2014 by the authors; licensee MDPI, Basel, Switzerland.",Scopus,SEARCH_030
Structural changes of Ca-alginate beads caused by immobilized yeast cell growth,Pajic-Lijakovic I.; Levic S.; Hadnadev M.; Stevanovic-Dajic Z.; Radosevic R.; Nedovic V.; Bugarski B.,2015,10.1016/j.bej.2015.06.016,https://www.scopus.com/pages/publications/84936866199?origin=resultslist,"Structural changes of Ca-alginate bead due to yeast cell loading and the impact on their mechanical properties were studied based on experimental data of cell number density per beads, cell rearrangement within the bead surface and core regions, bead average volume and density, bead storage and loss moduli. Structural changes could be explained by (1) mechanical and electrostatic cell-matrix interactions and (2) chemical interactions of the matrix with the components of the nutrition medium which include: wash out of Ca2+ ions by presence of non-gelling ions and by chelating compounds such as phosphate.According to obtained results, it was estimated that: (1) cell-matrix electrostatic interactions within the hydrogel matrix at t=0 induced the bead weakening, (2) wash out of Ca2+ ions by presence of non-gelling ions and by chelating compounds such as phosphate led to the bead weakening (regime 1, t∈(⌊0, 2 days⌋) , (3) the bead stiffness remained constant (regime 2, t∈(⌊2, 4 days⌋)) and (4) the bead reinforcement was caused by cell clusters rapid increase and their inter connections within the bead surface region (regime 3, t∈(⌊4, 5 days⌋)). Regulation of the matrix resistance stress and the rate of its change could lead to decrease of the micro-environmental restriction effects and the whole process optimization. © 2015 Elsevier B.V.",Scopus,SEARCH_030
Mathematical model as a standard procedure to analyze small and large water distribution networks,Prieto M.A.; Murado M.A.; Bartlett J.; Magette W.L.; Curran T.P.,2015,10.1016/j.jclepro.2014.12.011,https://www.scopus.com/pages/publications/84938215797?origin=resultslist,"Currently, more research to implement and monitor cleaner production practices for distribution and sustainable management of natural and alternative water sources to comply with the demands of the different users while preserving water levels are needed. In this paper, a periodic hourly-based model with meaningful parameters has been developed to analyze and forecast water demand as a function of time, thus enabling a better understanding of the consumption pattern and the condition of the pipe network. The model was tested by investigating the daily water consumption from selected categories of users which were isolated from different distribution networks in Sligo, Ireland. The flow data used was obtained in 15-min intervals and averaged in different time periods for analysis. In all cases, the model fittings obtained were highly consistent and all the parameters showed satisfactory confidence intervals (α = 0.05), thus demonstrating the reliability of this approach. The model provides a quick analysis revealing the regularities of water demand that could benefit water utility managers and researchers: to obtain optimal regulation and pumping schemes; for planning and design purposes; to control unexpected scenarios that can take place during the distribution of water; the performance of water distribution systems; and to locate possible network failures. In addition, the model parameters can be used as standard criteria for water utilities to compare precisely the water demand between different areas, identify complex trends and analyze the pipe network for managing, auditing and monitoring purposes. © 2014 Elsevier Ltd. All rights reserved.",Scopus,SEARCH_030
State fragility and adaptation to climate change in water scarce areas: A case study of the federally administered tribal areas of pakistan,Daniel H.; Ahmed Z.S.,2014,10.4324/9780203085875-28,https://www.scopus.com/pages/publications/84955410155?origin=resultslist,"Climate change is impacting countries and communities around the world and further impacts are projected. According to the Brookings Institute’s Asia Third Assessment Report, the intensity and frequency of extreme weather events in the region have increased over the past 20 years (in UNAPCAEM, 2009). Pakistan is among the countries hardest hit by climate change even though it contributes only a fraction to global warming. These impacts are compounded by population growth, unregulated development and overexploitation of natural resources, which already cause an estimated USS3.5 billion in annual economic losses, or 6 per cent of GDP (IUCN, 2009). This figure is likely to increase as revealed at the ‘Regional Conference on Climate Change: Challenges and Opportunities for South Asia’ convened in Pakistan by the International Union for Conservation of Nature in January 2009. In arid and semi arid Central and West Asia, changes in climate continue to challenge the ability of countries to meet growing demands, particularly in agriculture. Large parts of the Indian Subcontinent depend on the monsoon rains, which can account for as much as 90 per cent of annual precipitation (Lal et al., 2001). Pakistan is located in the north-west of the Subcontinent and experiences a highly variable rainfall pattern, yet the precise prediction of monsoon onset and rainfall behaviour have remained a challenge for meteorologists (Chung and Nigam, 1999). Monsoon rains remain a vital contribution to agriculture - a major economic sector in terms of GDP contribution and employment - rendering agriculture and agrarian communities highly vulnerable to potential monsoon changes (Webster et al., 1998). It is expected that overall precipitation during the monsoon on the Subcontinent will increase remarkably; the diverse precipitation pattern in Pakistan is likely to lead to more frequent flooding during monsoon seasons. In addition, Pakistan will suffer from less rainfall during the dry season (Hussain et al., 2010). Figure 15.1 provides data on the historical and anticipated per capita water supply in Pakistan showing the forecasted declining availability of water due to climate change and increasing population. In addition to climate change, other complex interacting factors and conditions affect the lives and livelihoods of people in Pakistan. These centre on the capacity of affected communities to adapt, which is often linked to the degree of local poverty and inequality and to the quality of governance, which is often shaped by past conflicts, development trajectory, political instability and ethnic fault lines. In sum, climate change and variability are not climate issues alone (Smith and Vivekananda, 2007). Adaptation to climate change is defined as ‘adjustment in natural and human systems in response to actual or expected climatic stimuli or their effects, which moderates harm or exploits beneficial opportunities’ (IPCC, 2007). Although member states of the United Nations Framework Convention on Climate Change (UNFCCC) have made agreements to implement adaptation measures, the reality is that some states face operational hindrances, such as terrorism and counter-terrorism operations in Pakistan. A recent World Risk Index report ranked Afghanistan and Pakistan among the top five most vulnerable countries in Asia to conflict risk (WeltRisikoBericht, 2011). Those places, including much of the Subcontinent, where drought risk hotspots coincide with high and extreme conflict risk, are interpreted to be at relatively higher risk of climate-related conflict (Thow and de Bois, 2008). Furthermore, Afghanistan and Pakistan were identified as the two countries in Asia most lacking in adaptive capacity (WeltRisikoBericht, 2011; Welle et al., 2013). The combination of high drought and conflict risk with low adaptive capacity make implementing the climate change adaptation agenda important but highly challenging. Adaptation is understood as a long-term process that includes structural changes (Birkmann et al. 2010; Lavell et al. 2012). Adaptation encompasses measures and strategies dealing with the negative impacts of natural hazards and attempting to address future changes in the climate. © 2015 Dominic Stucker and Elena Lopez-Gunn.",Scopus,SEARCH_030
Surveillance of rodent and fleas and prevention of plague in international sea ports in India in the context of international health regulations-2005,Biswas S.; Nathan S.; Mittal V.; Balakrishnan N.; Kumar S.; Kumar K.,2015,,https://www.scopus.com/pages/publications/84959470152?origin=resultslist,"Rodents are among the most important competitors globally with humans for food and other resources. In the past century alone, more than ten million people died due to rodent borne diseases. Plague is a rodent borne zoonotic disease therefore, absence of human plague cases in a particular ecological zone would not justify the conclusion that plague has disappeared from the area. Plague continues to pose a threat to human health in certain regions of the world where natural foci still exist. An assessment of the effectiveness of the International Health Regulations (1969) in control of cholera, plague, and yellow fever reveals that WHO member states have not observed the regulations strictly. In consideration of the growth in international travel and trade, and the emergence or re-emergence of international disease threats and other public health risks, the International Health Regulations (2005) were adopted by the Fifty eighth World Health Assembly on 23rd May 2005. It came into force on 15th June 2007. The purpose and scope of IHR (2005) are to prevent, protect against, control and provide a public Health Response to the international spread of the disease in ways that are commensurate with and restricted to public health risks, and which avoid unnecessary interference with international traffic and trade. The Ship Sanitation Control Exemption Certificate/ Ship Sanitation Control Certificate replaces the narrower in scope Deratting/ Deratting Exemption Certificate as from 15th June 2007. It has greatly expanded the areas for public health inspections on international ships. Contaminated international vessels may transport rodent borne diseases (31-Viral, Bacterial, protozoan, nematode and 11 documented Hunta viruses) across geographical boundaries. Rodents can gain access to ships directly by mooring ropes, hulls and gang ways. Rodents may be concealed in cargo, ship's stores and other materials taken on to the ship. All the international sea ports in India including residential areas of the ports were jointly surveyed by NCDC, Plague Surveillance Unit, Bangalore and Port Health Organizations in collaboration with Rodent control unit of Port Trusts every year from 2008 to 2011. During the survey, heavy infestation of different species of rodents were detected in and around of sea port areas. Rattus rattus and Bandicoota bengalensis, which were found to be the predominant rodent sp. in all the port areas along with Bandicoota indica, Mus musculus, Rattus norvegicus and Meriones hurrianae. In some ports, absolute and specific flea indices of Xenopsylla cheopis, the efficient vector of human plague transmission were found above critical level (≥ 1.0). Mooring ropes in 73.6 percent of the ships inspected during the survey were without the rodent guards or rodent guards without proper locking system. All the Gang ways in the ships, which were supposed to be lifted during night time to prevent the entry of the rodents were kept touching the ground. Suggestions were made for appropriate rodent control measures to keep the sea port areas rodent free. © 2015 ADR Journals. All Rights Reserved.",Scopus,SEARCH_030
Basic services for all in an urbanizing world,,2014,10.4324/9781315770581,https://www.scopus.com/pages/publications/84955414990?origin=resultslist,"UCLG’s Third Global Report on Local Democracy and Decentralization (GOLD III) examines basic service provision and the current state-of-play of the local governance of basic services around the world. Basic Services for All in an Urbanizing World examines the enormous challenge of ensuring the universal provision of basic services in a world that is being shaped by rapid global urbanization, climate change, and economic, social and technological transformation. The world’s urban population is predicted to reach 5 billion people within the next 20-30 years. The report analyses the conditions necessary for local governments to provide these new urban residents with quality basic services. Water, sanitation, waste management, transport and energy are essential, not only for the preservation of human life and dignity, but also in driving economic growth and ensuring social equality. Each chapter examines a world region, drawing on existing research and consultation with local authorities on the ground. The chapters review access levels, legal and institutional frameworks, and the different ways in which basic services are managed and financed, as well as showcasing diverse examples of innovation in the local and multi-level governance of services. It concludes with a set of recommendations for all stakeholders with a view to making the goal of basic services for all a reality. This report contributes to discussions on the Millennium Development Goals and the UN Post-2015 Development Agenda. The findings of GOLD III will also be essential to promoting the vision of local governments at the 2016 UN Conference on Human Settlements (Habitat III). © 2014 UCLG. All Rights Reserved.",Scopus,SEARCH_030
Propuesta de un modelo de co-gestión para los pequeños abastos comunitarios de agua en Colombia,Bernal A.; Rivas L.; Pena P.,2014,10.18504/pl2243-159-2014,https://www.scopus.com/pages/publications/84902830599?origin=resultslist,"This paper reviews the conceptual evolution of Community Based Monitoring (CBM) from different approaches : social capital, common pool resources and co-management or collaborative management, and presents the main co-management strategies applied to water supply at small scale: local and community driven development (LCDD) and sustainable services at scale (SSS). Supported by this theoretical background, and in order to improve access to drinking water in rural communities in Colombia, the authors propose a co-management model for small and community water supplies.",Scopus,SEARCH_030
Access to aquaculture sites: A wicked problem in Norwegian aquaculture development,Sandersen H.T.; Kvalvik I.,2015,10.1186/s40152-015-0027-8,https://www.scopus.com/pages/publications/84940496675?origin=resultslist,"Increased complexity and interdependencies lead to problems and issues that are hard to solve. Such chronic and enduring problems are often referred to as ‘wicked problems’. This article focusses on Norwegian salmon aquaculture and addresses the problems related to the industry’s and government’s ambitions for growth in aquaculture production and the municipalities’ desire for economic compensation, usually termed area rent, from the aquaculture companies that use municipal waters for aquaculture. The government has resisted the introduction of such an area rent due to several complex institutional and distributional considerations. This complex and enduring issue is analysed here as a wicked problem, where we find that the main source of wickedness does not lie within the definition of the problem rather it’s related to the available solution as the proposed solution requires changes that are not politically viable. © 2015, Sandersen and Kvalvik.",Scopus,SEARCH_030
"Paying for pipes, claiming citizenship: Political agency and water reforms at the urban periphery",Ranganathan M.,2014,10.1111/1468-2427.12028,https://www.scopus.com/pages/publications/84894545278?origin=resultslist,"This article interrogates the nature of political agency deployed at sites of market-oriented water reforms. It presents a case study from Bangalore, India of a water project mandating significant 'beneficiary' cash contributions from lower-middle-class dwellers for the capital cost of extending piped water to the city's peripheries. Drawing on quantitative and ethnographic data, it illustrates why property owners who lack formal water access and land tenure - groups referred to in this article as the 'peripheralized middle class' - consent to paying for pipes rather than resist all together despite the high cost involved. It argues that far from reflecting an internalization of a 'willingness to pay' or 'stakeholder' ethos celebrated by development practitioners today, payment for water provides an insurgent means to bargain for greater symbolic recognition, respectability and material benefits from the state. In particular, payment for pipes enables peripheral dwellers to strengthen their claims to secure land tenure in an era of exclusionary and punitive spatial policies. Payment thus comprises a terrain of contested meaning making and political struggle, at the heart of which lie the stakes of urban citizenship. In documenting the process by which property related interests and tenure claims are advanced under a scenario of reforms, this article contributes to Gramscian political-ecological conversations on subaltern political agency and the lived character of hegemony in urban environments. © 2013 Urban Research Publications Limited.",Scopus,SEARCH_030
